"Ion 119.00 (118.70 to 119.70): MA_Population_59-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_59-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_59-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_59-3.D\data.ms",""
"11.625","523.000","11.625","401.000","11.625","407.000","11.625","591.000"
"11.629","501.000","11.629","385.000","11.629","371.000","11.629","421.000"
"11.634","507.000","11.634","395.000","11.634","353.000","11.634","303.000"
"11.638","538.000","11.638","383.000","11.638","332.000","11.638","224.000"
"11.642","574.000","11.642","394.000","11.642","322.000","11.642","187.000"
"11.647","653.000","11.647","432.000","11.647","330.000","11.647","179.000"
"11.651","758.000","11.651","480.000","11.651","338.000","11.651","193.000"
"11.656","821.000","11.656","565.000","11.656","338.000","11.656","218.000"
"11.660","878.000","11.660","724.000","11.660","353.000","11.660","296.000"
"11.664","876.000","11.664","1007.000","11.664","388.000","11.664","436.000"
"11.669","836.000","11.669","1400.000","11.669","402.000","11.669","678.000"
"11.673","810.000","11.673","1710.000","11.673","455.000","11.673","946.000"
"11.677","759.000","11.677","1772.000","11.677","467.000","11.677","1048.000"
"11.682","694.000","11.682","1644.000","11.682","481.000","11.682","1059.000"
"11.686","634.000","11.686","1339.000","11.686","478.000","11.686","906.000"
"11.691","586.000","11.691","977.000","11.691","460.000","11.691","682.000"
"11.695","535.000","11.695","740.000","11.695","442.000","11.695","484.000"
"11.699","518.000","11.699","580.000","11.699","431.000","11.699","339.000"
"11.704","477.000","11.704","500.000","11.704","416.000","11.704","261.000"
"11.708","472.000","11.708","466.000","11.708","420.000","11.708","227.000"
"11.712","469.000","11.712","465.000","11.712","404.000","11.712","217.000"
