"Ion 119.00 (118.70 to 119.70): MA_Population_73-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_73-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_73-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_73-3.D\data.ms",""
"11.625","238.000","11.625","247.000","11.625","197.000","11.625","210.000"
"11.629","224.000","11.629","245.000","11.629","205.000","11.629","190.000"
"11.634","221.000","11.634","239.000","11.634","199.000","11.634","156.000"
"11.638","238.000","11.638","214.000","11.638","194.000","11.638","130.000"
"11.642","242.000","11.642","204.000","11.642","197.000","11.642","121.000"
"11.647","246.000","11.647","212.000","11.647","189.000","11.647","120.000"
"11.651","256.000","11.651","221.000","11.651","197.000","11.651","123.000"
"11.655","265.000","11.655","241.000","11.655","210.000","11.655","132.000"
"11.660","276.000","11.660","306.000","11.660","206.000","11.660","159.000"
"11.664","277.000","11.664","433.000","11.664","217.000","11.664","226.000"
"11.669","282.000","11.669","605.000","11.669","225.000","11.669","316.000"
"11.673","285.000","11.673","831.000","11.673","231.000","11.673","469.000"
"11.677","291.000","11.677","988.000","11.677","233.000","11.677","585.000"
"11.682","278.000","11.682","974.000","11.682","249.000","11.682","642.000"
"11.686","269.000","11.686","862.000","11.686","253.000","11.686","592.000"
"11.690","262.000","11.690","642.000","11.690","247.000","11.690","475.000"
"11.695","253.000","11.695","475.000","11.695","249.000","11.695","338.000"
"11.699","235.000","11.699","328.000","11.699","244.000","11.699","239.000"
"11.704","225.000","11.704","276.000","11.704","234.000","11.704","183.000"
"11.708","236.000","11.708","254.000","11.708","245.000","11.708","150.000"
"11.712","229.000","11.712","229.000","11.712","245.000","11.712","134.000"
