"Ion 119.00 (118.70 to 119.70): MA_Population_65-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_65-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_65-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_65-3.D\data.ms",""
"11.625","267.000","11.625","237.000","11.625","231.000","11.625","242.000"
"11.629","279.000","11.629","233.000","11.629","223.000","11.629","197.000"
"11.634","268.000","11.634","232.000","11.634","219.000","11.634","168.000"
"11.638","279.000","11.638","229.000","11.638","207.000","11.638","145.000"
"11.642","311.000","11.642","225.000","11.642","210.000","11.642","136.000"
"11.647","386.000","11.647","244.000","11.647","203.000","11.647","133.000"
"11.651","456.000","11.651","270.000","11.651","220.000","11.651","142.000"
"11.655","534.000","11.655","332.000","11.655","212.000","11.655","145.000"
"11.660","561.000","11.660","403.000","11.660","223.000","11.660","188.000"
"11.664","554.000","11.664","563.000","11.664","229.000","11.664","271.000"
"11.669","505.000","11.669","769.000","11.669","240.000","11.669","397.000"
"11.673","465.000","11.673","988.000","11.673","259.000","11.673","538.000"
"11.677","411.000","11.677","1128.000","11.677","274.000","11.677","670.000"
"11.682","373.000","11.682","1089.000","11.682","269.000","11.682","722.000"
"11.686","353.000","11.686","932.000","11.686","277.000","11.686","653.000"
"11.690","322.000","11.690","700.000","11.690","264.000","11.690","509.000"
"11.695","306.000","11.695","501.000","11.695","263.000","11.695","365.000"
"11.699","288.000","11.699","357.000","11.699","249.000","11.699","255.000"
"11.704","278.000","11.704","285.000","11.704","257.000","11.704","192.000"
"11.708","267.000","11.708","263.000","11.708","246.000","11.708","157.000"
"11.712","275.000","11.712","249.000","11.712","247.000","11.712","151.000"
