"Ion 119.00 (118.70 to 119.70): MA_Population_57-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_57-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_57-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_57-3.D\data.ms",""
"11.625","315.000","11.625","337.000","11.625","312.000","11.625","301.000"
"11.629","314.000","11.629","332.000","11.629","299.000","11.629","239.000"
"11.634","310.000","11.634","337.000","11.634","277.000","11.634","195.000"
"11.638","313.000","11.638","348.000","11.638","283.000","11.638","177.000"
"11.642","321.000","11.642","343.000","11.642","292.000","11.642","159.000"
"11.647","328.000","11.647","361.000","11.647","289.000","11.647","160.000"
"11.651","350.000","11.651","387.000","11.651","299.000","11.651","170.000"
"11.656","392.000","11.656","469.000","11.656","320.000","11.656","203.000"
"11.660","470.000","11.660","628.000","11.660","362.000","11.660","269.000"
"11.664","627.000","11.664","881.000","11.664","443.000","11.664","408.000"
"11.669","823.000","11.669","1177.000","11.669","589.000","11.669","603.000"
"11.673","983.000","11.673","1416.000","11.673","698.000","11.673","776.000"
"11.677","1047.000","11.677","1472.000","11.677","800.000","11.677","894.000"
"11.682","1023.000","11.682","1345.000","11.682","813.000","11.682","872.000"
"11.686","842.000","11.686","1080.000","11.686","756.000","11.686","734.000"
"11.691","654.000","11.691","807.000","11.691","630.000","11.691","552.000"
"11.695","490.000","11.695","595.000","11.695","509.000","11.695","371.000"
"11.699","396.000","11.699","487.000","11.699","422.000","11.699","249.000"
"11.704","345.000","11.704","424.000","11.704","400.000","11.704","204.000"
"11.708","334.000","11.708","411.000","11.708","384.000","11.708","181.000"
"11.712","331.000","11.712","405.000","11.712","368.000","11.712","173.000"
