"Ion 119.00 (118.70 to 119.70): MA_Population_1-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_1-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_1-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_1-3.D\data.ms",""
"11.625","342.000","11.625","528.000","11.625","446.000","11.625","189.000"
"11.629","333.000","11.629","433.000","11.629","434.000","11.629","197.000"
"11.634","326.000","11.634","410.000","11.634","441.000","11.634","193.000"
"11.638","340.000","11.638","399.000","11.638","459.000","11.638","201.000"
"11.642","369.000","11.642","474.000","11.642","472.000","11.642","233.000"
"11.647","376.000","11.647","622.000","11.647","480.000","11.647","299.000"
"11.651","435.000","11.651","902.000","11.651","520.000","11.651","457.000"
"11.656","500.000","11.656","1246.000","11.656","575.000","11.656","675.000"
"11.660","573.000","11.660","1605.000","11.660","628.000","11.660","915.000"
"11.664","608.000","11.664","1749.000","11.664","687.000","11.664","1076.000"
"11.669","608.000","11.669","1596.000","11.669","697.000","11.669","1082.000"
"11.673","521.000","11.673","1263.000","11.673","685.000","11.673","946.000"
"11.677","467.000","11.677","916.000","11.677","651.000","11.677","651.000"
"11.682","423.000","11.682","661.000","11.682","613.000","11.682","464.000"
"11.686","377.000","11.686","510.000","11.686","586.000","11.686","334.000"
"11.691","361.000","11.691","456.000","11.691","571.000","11.691","251.000"
"11.695","352.000","11.695","419.000","11.695","557.000","11.695","231.000"
"11.699","355.000","11.699","409.000","11.699","550.000","11.699","206.000"
"11.704","343.000","11.704","424.000","11.704","579.000","11.704","217.000"
"11.708","340.000","11.708","422.000","11.708","587.000","11.708","205.000"
"11.712","350.000","11.712","419.000","11.712","579.000","11.712","208.000"
