"Ion 119.00 (118.70 to 119.70): MA_Population_37-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_37-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_37-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_37-3.D\data.ms",""
"11.625","1241.000","11.625","743.000","11.625","721.000","11.625","536.000"
"11.629","1217.000","11.629","751.000","11.629","711.000","11.629","472.000"
"11.634","1202.000","11.634","740.000","11.634","721.000","11.634","430.000"
"11.638","1212.000","11.638","732.000","11.638","712.000","11.638","407.000"
"11.642","1203.000","11.642","731.000","11.642","729.000","11.642","406.000"
"11.647","1208.000","11.647","791.000","11.647","701.000","11.647","407.000"
"11.651","1279.000","11.651","825.000","11.651","726.000","11.651","439.000"
"11.656","1273.000","11.656","944.000","11.656","725.000","11.656","504.000"
"11.660","1302.000","11.660","1171.000","11.660","734.000","11.660","606.000"
"11.664","1345.000","11.664","1498.000","11.664","775.000","11.664","803.000"
"11.669","1295.000","11.669","1720.000","11.669","761.000","11.669","989.000"
"11.673","1322.000","11.673","1870.000","11.673","779.000","11.673","1105.000"
"11.677","1294.000","11.677","1771.000","11.677","784.000","11.677","1141.000"
"11.682","1259.000","11.682","1561.000","11.682","801.000","11.682","1031.000"
"11.686","1272.000","11.686","1234.000","11.686","789.000","11.686","843.000"
"11.691","1252.000","11.691","1011.000","11.691","785.000","11.691","653.000"
"11.695","1245.000","11.695","880.000","11.695","782.000","11.695","549.000"
"11.699","1235.000","11.699","835.000","11.699","776.000","11.699","460.000"
"11.704","1272.000","11.704","802.000","11.704","779.000","11.704","445.000"
"11.708","1234.000","11.708","792.000","11.708","756.000","11.708","433.000"
"11.712","1284.000","11.712","813.000","11.712","772.000","11.712","426.000"
