"Ion 119.00 (118.70 to 119.70): MA_Population_49-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_49-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_49-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_49-3.D\data.ms",""
"11.625","338.000","11.625","328.000","11.625","308.000","11.625","280.000"
"11.629","335.000","11.629","312.000","11.629","300.000","11.629","235.000"
"11.634","350.000","11.634","314.000","11.634","297.000","11.634","195.000"
"11.638","363.000","11.638","311.000","11.638","293.000","11.638","170.000"
"11.643","398.000","11.643","327.000","11.643","299.000","11.643","159.000"
"11.647","432.000","11.647","344.000","11.647","299.000","11.647","156.000"
"11.651","479.000","11.651","406.000","11.651","314.000","11.651","173.000"
"11.656","523.000","11.656","481.000","11.656","322.000","11.656","215.000"
"11.660","577.000","11.660","657.000","11.660","355.000","11.660","309.000"
"11.664","657.000","11.664","948.000","11.664","423.000","11.664","453.000"
"11.669","738.000","11.669","1214.000","11.669","499.000","11.669","655.000"
"11.673","819.000","11.673","1410.000","11.673","581.000","11.673","821.000"
"11.677","801.000","11.677","1427.000","11.677","613.000","11.677","906.000"
"11.682","724.000","11.682","1199.000","11.682","630.000","11.682","815.000"
"11.686","610.000","11.686","918.000","11.686","550.000","11.686","637.000"
"11.691","497.000","11.691","646.000","11.691","476.000","11.691","442.000"
"11.695","420.000","11.695","498.000","11.695","415.000","11.695","320.000"
"11.699","383.000","11.699","407.000","11.699","382.000","11.699","232.000"
"11.704","349.000","11.704","363.000","11.704","368.000","11.704","184.000"
"11.708","356.000","11.708","353.000","11.708","355.000","11.708","175.000"
"11.712","344.000","11.712","353.000","11.712","361.000","11.712","176.000"
