"Ion 119.00 (118.70 to 119.70): MA_Population_40-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_40-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_40-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_40-3.D\data.ms",""
"11.625","415.000","11.625","400.000","11.625","416.000","11.625","323.000"
"11.629","428.000","11.629","393.000","11.629","427.000","11.629","267.000"
"11.634","426.000","11.634","383.000","11.634","429.000","11.634","241.000"
"11.638","409.000","11.638","388.000","11.638","434.000","11.638","214.000"
"11.642","420.000","11.642","410.000","11.642","421.000","11.642","213.000"
"11.647","455.000","11.647","413.000","11.647","430.000","11.647","216.000"
"11.651","471.000","11.651","483.000","11.651","462.000","11.651","242.000"
"11.656","497.000","11.656","609.000","11.656","477.000","11.656","286.000"
"11.660","583.000","11.660","875.000","11.660","516.000","11.660","420.000"
"11.664","648.000","11.664","1185.000","11.664","595.000","11.664","627.000"
"11.669","770.000","11.669","1480.000","11.669","657.000","11.669","820.000"
"11.673","820.000","11.673","1624.000","11.673","717.000","11.673","989.000"
"11.677","806.000","11.677","1517.000","11.677","773.000","11.677","1014.000"
"11.682","735.000","11.682","1272.000","11.682","744.000","11.682","888.000"
"11.686","614.000","11.686","958.000","11.686","705.000","11.686","677.000"
"11.691","515.000","11.691","694.000","11.691","626.000","11.691","472.000"
"11.695","466.000","11.695","532.000","11.695","596.000","11.695","319.000"
"11.699","463.000","11.699","475.000","11.699","580.000","11.699","261.000"
"11.704","439.000","11.704","475.000","11.704","587.000","11.704","242.000"
"11.708","440.000","11.708","463.000","11.708","568.000","11.708","232.000"
"11.712","447.000","11.712","468.000","11.712","579.000","11.712","224.000"
