"Ion 119.00 (118.70 to 119.70): MA_Population_25-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_25-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_25-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_25-3.D\data.ms",""
"11.625","215.000","11.625","227.000","11.625","234.000","11.625","110.000"
"11.629","217.000","11.629","221.000","11.629","232.000","11.629","107.000"
"11.634","222.000","11.634","214.000","11.634","215.000","11.634","111.000"
"11.638","223.000","11.638","213.000","11.638","219.000","11.638","111.000"
"11.642","230.000","11.642","234.000","11.642","220.000","11.642","112.000"
"11.647","248.000","11.647","275.000","11.647","222.000","11.647","132.000"
"11.651","259.000","11.651","370.000","11.651","229.000","11.651","175.000"
"11.655","270.000","11.655","531.000","11.655","232.000","11.655","257.000"
"11.660","265.000","11.660","729.000","11.660","230.000","11.660","377.000"
"11.664","260.000","11.664","894.000","11.664","238.000","11.664","516.000"
"11.669","261.000","11.669","977.000","11.669","238.000","11.669","601.000"
"11.673","254.000","11.673","904.000","11.673","247.000","11.673","603.000"
"11.677","240.000","11.677","742.000","11.677","246.000","11.677","514.000"
"11.682","234.000","11.682","534.000","11.682","250.000","11.682","387.000"
"11.686","236.000","11.686","378.000","11.686","257.000","11.686","263.000"
"11.690","231.000","11.690","295.000","11.690","257.000","11.690","187.000"
"11.695","229.000","11.695","261.000","11.695","261.000","11.695","151.000"
"11.699","223.000","11.699","247.000","11.699","259.000","11.699","136.000"
"11.704","222.000","11.704","247.000","11.704","261.000","11.704","129.000"
"11.708","217.000","11.708","238.000","11.708","269.000","11.708","126.000"
"11.712","222.000","11.712","240.000","11.712","260.000","11.712","125.000"
