"Ion 119.00 (118.70 to 119.70): MA_Population_43-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_43-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_43-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_43-3.D\data.ms",""
"11.628","518.000","11.628","490.000","11.628","451.000","11.628","338.000"
"11.633","540.000","11.633","484.000","11.633","448.000","11.633","275.000"
"11.637","602.000","11.637","492.000","11.637","472.000","11.637","241.000"
"11.641","744.000","11.641","519.000","11.641","478.000","11.641","219.000"
"11.646","922.000","11.646","572.000","11.646","476.000","11.646","231.000"
"11.650","1099.000","11.650","681.000","11.650","490.000","11.650","252.000"
"11.654","1199.000","11.654","872.000","11.654","498.000","11.654","335.000"
"11.659","1190.000","11.659","1208.000","11.659","525.000","11.659","478.000"
"11.663","1072.000","11.663","1663.000","11.663","559.000","11.663","761.000"
"11.668","942.000","11.668","2148.000","11.668","576.000","11.668","1128.000"
"11.672","815.000","11.672","2422.000","11.672","592.000","11.672","1380.000"
"11.676","739.000","11.676","2377.000","11.676","607.000","11.676","1490.000"
"11.681","673.000","11.681","1980.000","11.681","632.000","11.681","1334.000"
"11.685","640.000","11.685","1443.000","11.685","639.000","11.685","1012.000"
"11.689","578.000","11.689","1051.000","11.689","638.000","11.689","710.000"
"11.694","551.000","11.694","766.000","11.694","631.000","11.694","471.000"
"11.698","519.000","11.698","624.000","11.698","644.000","11.698","331.000"
"11.703","533.000","11.703","568.000","11.703","648.000","11.703","268.000"
"11.707","511.000","11.707","552.000","11.707","631.000","11.707","252.000"
"11.711","503.000","11.711","535.000","11.711","652.000","11.711","257.000"
