"Ion 119.00 (118.70 to 119.70): MA_Population_42-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_42-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_42-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_42-3.D\data.ms",""
"11.625","486.000","11.625","556.000","11.625","400.000","11.625","216.000"
"11.629","504.000","11.629","526.000","11.629","396.000","11.629","214.000"
"11.634","514.000","11.634","477.000","11.634","408.000","11.634","217.000"
"11.638","562.000","11.638","471.000","11.638","414.000","11.638","212.000"
"11.643","606.000","11.643","484.000","11.643","388.000","11.643","212.000"
"11.647","706.000","11.647","543.000","11.647","413.000","11.647","236.000"
"11.651","768.000","11.651","643.000","11.651","403.000","11.651","272.000"
"11.656","825.000","11.656","895.000","11.656","410.000","11.656","377.000"
"11.660","803.000","11.660","1304.000","11.660","451.000","11.660","585.000"
"11.664","768.000","11.664","1832.000","11.664","430.000","11.664","923.000"
"11.669","722.000","11.669","2397.000","11.669","461.000","11.669","1286.000"
"11.673","649.000","11.673","2677.000","11.673","463.000","11.673","1633.000"
"11.678","592.000","11.678","2464.000","11.678","467.000","11.678","1642.000"
"11.682","589.000","11.682","2003.000","11.682","467.000","11.682","1406.000"
"11.686","549.000","11.686","1427.000","11.686","458.000","11.686","1035.000"
"11.691","542.000","11.691","982.000","11.691","478.000","11.691","683.000"
"11.695","514.000","11.695","689.000","11.695","481.000","11.695","443.000"
"11.699","520.000","11.699","547.000","11.699","483.000","11.699","320.000"
"11.704","510.000","11.704","530.000","11.704","487.000","11.704","271.000"
"11.708","508.000","11.708","518.000","11.708","484.000","11.708","246.000"
"11.713","510.000","11.713","502.000","11.713","529.000","11.713","240.000"
