"Ion 119.00 (118.70 to 119.70): MA_Population_2-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_2-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_2-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_2-3.D\data.ms",""
"11.625","206.000","11.625","338.000","11.625","269.000","11.625","114.000"
"11.629","201.000","11.629","280.000","11.629","259.000","11.629","110.000"
"11.634","201.000","11.634","258.000","11.634","270.000","11.634","114.000"
"11.638","212.000","11.638","254.000","11.638","261.000","11.638","122.000"
"11.642","213.000","11.642","309.000","11.642","278.000","11.642","154.000"
"11.647","224.000","11.647","432.000","11.647","289.000","11.647","204.000"
"11.651","246.000","11.651","694.000","11.651","301.000","11.651","329.000"
"11.656","287.000","11.656","1019.000","11.656","334.000","11.656","532.000"
"11.660","334.000","11.660","1339.000","11.660","358.000","11.660","752.000"
"11.664","362.000","11.664","1474.000","11.664","383.000","11.664","919.000"
"11.669","350.000","11.669","1343.000","11.669","393.000","11.669","915.000"
"11.673","316.000","11.673","1070.000","11.673","390.000","11.673","785.000"
"11.677","272.000","11.677","741.000","11.677","378.000","11.677","586.000"
"11.682","245.000","11.682","496.000","11.682","368.000","11.682","370.000"
"11.686","223.000","11.686","355.000","11.686","355.000","11.686","238.000"
"11.691","202.000","11.691","300.000","11.691","352.000","11.691","170.000"
"11.695","203.000","11.695","270.000","11.695","367.000","11.695","141.000"
"11.699","200.000","11.699","259.000","11.699","352.000","11.699","132.000"
"11.704","204.000","11.704","258.000","11.704","362.000","11.704","130.000"
"11.708","207.000","11.708","254.000","11.708","358.000","11.708","127.000"
"11.712","211.000","11.712","252.000","11.712","372.000","11.712","126.000"
