"Ion 119.00 (118.70 to 119.70): MA_Population_17-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_17-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_17-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_17-3.D\data.ms",""
"11.625","333.000","11.625","424.000","11.625","291.000","11.625","164.000"
"11.629","338.000","11.629","389.000","11.629","289.000","11.629","159.000"
"11.634","338.000","11.634","356.000","11.634","292.000","11.634","159.000"
"11.638","365.000","11.638","364.000","11.638","287.000","11.638","162.000"
"11.643","405.000","11.643","396.000","11.643","291.000","11.643","178.000"
"11.647","458.000","11.647","529.000","11.647","293.000","11.647","235.000"
"11.651","519.000","11.651","810.000","11.651","291.000","11.651","352.000"
"11.656","556.000","11.656","1225.000","11.656","300.000","11.656","596.000"
"11.660","586.000","11.660","1736.000","11.660","306.000","11.660","913.000"
"11.664","591.000","11.664","2115.000","11.664","325.000","11.664","1221.000"
"11.669","557.000","11.669","2188.000","11.669","330.000","11.669","1398.000"
"11.673","536.000","11.673","1875.000","11.673","332.000","11.673","1308.000"
"11.678","504.000","11.678","1416.000","11.678","326.000","11.678","1046.000"
"11.682","480.000","11.682","964.000","11.682","333.000","11.682","703.000"
"11.686","452.000","11.686","649.000","11.686","333.000","11.686","447.000"
"11.691","421.000","11.691","482.000","11.691","331.000","11.691","294.000"
"11.695","404.000","11.695","399.000","11.695","332.000","11.695","219.000"
"11.699","398.000","11.699","382.000","11.699","330.000","11.699","187.000"
"11.704","373.000","11.704","361.000","11.704","320.000","11.704","178.000"
"11.708","366.000","11.708","353.000","11.708","331.000","11.708","168.000"
"11.713","367.000","11.713","347.000","11.713","336.000","11.713","169.000"
