"Ion 119.00 (118.70 to 119.70): MA_Population_24-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_24-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_24-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_24-3.D\data.ms",""
"11.625","291.000","11.625","335.000","11.625","358.000","11.625","151.000"
"11.629","284.000","11.629","325.000","11.629","319.000","11.629","143.000"
"11.634","278.000","11.634","317.000","11.634","291.000","11.634","137.000"
"11.638","282.000","11.638","319.000","11.638","285.000","11.638","142.000"
"11.642","310.000","11.642","369.000","11.642","286.000","11.642","158.000"
"11.647","346.000","11.647","497.000","11.647","301.000","11.647","207.000"
"11.651","423.000","11.651","768.000","11.651","329.000","11.651","338.000"
"11.655","537.000","11.655","1230.000","11.655","397.000","11.655","576.000"
"11.660","696.000","11.660","1790.000","11.660","488.000","11.660","936.000"
"11.664","839.000","11.664","2267.000","11.664","602.000","11.664","1293.000"
"11.669","893.000","11.669","2412.000","11.669","675.000","11.669","1521.000"
"11.673","810.000","11.673","2102.000","11.673","671.000","11.673","1439.000"
"11.677","683.000","11.677","1569.000","11.677","597.000","11.677","1136.000"
"11.682","540.000","11.682","1064.000","11.682","515.000","11.682","796.000"
"11.686","431.000","11.686","704.000","11.686","431.000","11.686","496.000"
"11.690","354.000","11.690","478.000","11.690","369.000","11.690","312.000"
"11.695","316.000","11.695","397.000","11.695","349.000","11.695","216.000"
"11.699","300.000","11.699","374.000","11.699","342.000","11.699","182.000"
"11.704","288.000","11.704","352.000","11.704","348.000","11.704","166.000"
"11.708","290.000","11.708","336.000","11.708","331.000","11.708","156.000"
"11.712","287.000","11.712","334.000","11.712","336.000","11.712","150.000"
