"Ion 119.00 (118.70 to 119.70): MA_Population_30-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_30-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_30-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_30-3.D\data.ms",""
"11.625","303.000","11.625","421.000","11.625","448.000","11.625","151.000"
"11.629","294.000","11.629","405.000","11.629","423.000","11.629","151.000"
"11.634","297.000","11.634","400.000","11.634","416.000","11.634","151.000"
"11.638","303.000","11.638","396.000","11.638","410.000","11.638","153.000"
"11.642","320.000","11.642","409.000","11.642","412.000","11.642","155.000"
"11.647","346.000","11.647","461.000","11.647","424.000","11.647","173.000"
"11.651","377.000","11.651","585.000","11.651","434.000","11.651","223.000"
"11.656","403.000","11.656","771.000","11.656","463.000","11.656","333.000"
"11.660","436.000","11.660","1053.000","11.660","477.000","11.660","487.000"
"11.664","445.000","11.664","1332.000","11.664","512.000","11.664","685.000"
"11.669","460.000","11.669","1519.000","11.669","541.000","11.669","854.000"
"11.673","434.000","11.673","1468.000","11.673","574.000","11.673","897.000"
"11.677","409.000","11.677","1221.000","11.677","568.000","11.677","789.000"
"11.682","377.000","11.682","925.000","11.682","570.000","11.682","586.000"
"11.686","349.000","11.686","683.000","11.686","560.000","11.686","404.000"
"11.691","326.000","11.691","545.000","11.691","549.000","11.691","279.000"
"11.695","314.000","11.695","488.000","11.695","538.000","11.695","212.000"
"11.699","309.000","11.699","458.000","11.699","562.000","11.699","182.000"
"11.704","303.000","11.704","445.000","11.704","549.000","11.704","172.000"
"11.708","296.000","11.708","450.000","11.708","572.000","11.708","167.000"
"11.712","302.000","11.712","451.000","11.712","569.000","11.712","161.000"
