"Ion 119.00 (118.70 to 119.70): MA_Population_74-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_74-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_74-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_74-3.D\data.ms",""
"11.625","282.000","11.625","280.000","11.625","244.000","11.625","143.000"
"11.629","281.000","11.629","264.000","11.629","239.000","11.629","134.000"
"11.634","272.000","11.634","262.000","11.634","230.000","11.634","140.000"
"11.638","265.000","11.638","247.000","11.638","223.000","11.638","138.000"
"11.643","271.000","11.643","233.000","11.643","213.000","11.643","137.000"
"11.647","282.000","11.647","242.000","11.647","218.000","11.647","137.000"
"11.651","291.000","11.651","253.000","11.651","220.000","11.651","146.000"
"11.656","306.000","11.656","266.000","11.656","219.000","11.656","149.000"
"11.660","326.000","11.660","338.000","11.660","225.000","11.660","179.000"
"11.664","345.000","11.664","457.000","11.664","234.000","11.664","223.000"
"11.669","368.000","11.669","638.000","11.669","243.000","11.669","339.000"
"11.673","397.000","11.673","870.000","11.673","264.000","11.673","476.000"
"11.678","389.000","11.678","1025.000","11.678","287.000","11.678","604.000"
"11.682","397.000","11.682","1040.000","11.682","294.000","11.682","669.000"
"11.686","373.000","11.686","893.000","11.686","296.000","11.686","624.000"
"11.691","333.000","11.691","698.000","11.691","289.000","11.691","509.000"
"11.695","321.000","11.695","494.000","11.695","260.000","11.695","360.000"
"11.699","297.000","11.699","367.000","11.699","249.000","11.699","263.000"
"11.704","296.000","11.704","300.000","11.704","240.000","11.704","202.000"
"11.708","284.000","11.708","269.000","11.708","234.000","11.708","159.000"
"11.713","273.000","11.713","263.000","11.713","225.000","11.713","153.000"
