"Ion 119.00 (118.70 to 119.70): MA_Population_44-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_44-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_44-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_44-3.D\data.ms",""
"11.625","594.000","11.625","1297.000","11.625","615.000","11.625","521.000"
"11.629","577.000","11.629","1144.000","11.629","623.000","11.629","419.000"
"11.634","579.000","11.634","940.000","11.634","600.000","11.634","341.000"
"11.638","594.000","11.638","791.000","11.638","603.000","11.638","310.000"
"11.643","602.000","11.643","709.000","11.643","613.000","11.643","298.000"
"11.647","633.000","11.647","721.000","11.647","610.000","11.647","306.000"
"11.651","706.000","11.651","835.000","11.651","651.000","11.651","347.000"
"11.656","784.000","11.656","1078.000","11.656","679.000","11.656","462.000"
"11.660","1013.000","11.660","1522.000","11.660","788.000","11.660","681.000"
"11.664","1276.000","11.664","2108.000","11.664","985.000","11.664","1044.000"
"11.669","1600.000","11.669","2740.000","11.669","1191.000","11.669","1506.000"
"11.673","1815.000","11.673","3113.000","11.673","1441.000","11.673","1817.000"
"11.677","1747.000","11.677","2952.000","11.677","1506.000","11.677","1889.000"
"11.682","1583.000","11.682","2492.000","11.682","1431.000","11.682","1623.000"
"11.686","1273.000","11.686","1852.000","11.686","1258.000","11.686","1245.000"
"11.691","1003.000","11.691","1369.000","11.691","1072.000","11.691","875.000"
"11.695","788.000","11.695","1066.000","11.695","942.000","11.695","598.000"
"11.699","691.000","11.699","863.000","11.699","843.000","11.699","427.000"
"11.704","645.000","11.704","803.000","11.704","813.000","11.704","358.000"
"11.708","603.000","11.708","788.000","11.708","794.000","11.708","331.000"
"11.712","596.000","11.712","763.000","11.712","804.000","11.712","321.000"
