"Ion 119.00 (118.70 to 119.70): MA_Population_52-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_52-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_52-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_52-3.D\data.ms",""
"11.625","292.000","11.625","258.000","11.625","256.000","11.625","226.000"
"11.629","290.000","11.629","248.000","11.629","254.000","11.629","191.000"
"11.634","283.000","11.634","255.000","11.634","246.000","11.634","157.000"
"11.638","299.000","11.638","253.000","11.638","247.000","11.638","140.000"
"11.643","307.000","11.643","267.000","11.643","243.000","11.643","135.000"
"11.647","312.000","11.647","276.000","11.647","248.000","11.647","129.000"
"11.651","302.000","11.651","305.000","11.651","255.000","11.651","139.000"
"11.656","310.000","11.656","384.000","11.656","254.000","11.656","188.000"
"11.660","319.000","11.660","522.000","11.660","271.000","11.660","262.000"
"11.664","313.000","11.664","774.000","11.664","267.000","11.664","389.000"
"11.669","315.000","11.669","1005.000","11.669","271.000","11.669","546.000"
"11.673","321.000","11.673","1177.000","11.673","284.000","11.673","695.000"
"11.677","312.000","11.677","1166.000","11.677","281.000","11.677","743.000"
"11.682","303.000","11.682","1018.000","11.682","289.000","11.682","683.000"
"11.686","303.000","11.686","759.000","11.686","293.000","11.686","545.000"
"11.691","293.000","11.691","563.000","11.691","305.000","11.691","394.000"
"11.695","295.000","11.695","407.000","11.695","301.000","11.695","262.000"
"11.699","289.000","11.699","334.000","11.699","299.000","11.699","196.000"
"11.704","287.000","11.704","297.000","11.704","304.000","11.704","158.000"
"11.708","287.000","11.708","286.000","11.708","308.000","11.708","144.000"
"11.712","293.000","11.712","294.000","11.712","304.000","11.712","145.000"
