"Ion 119.00 (118.70 to 119.70): MA_Population_51-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_51-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_51-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_51-3.D\data.ms",""
"11.625","358.000","11.625","326.000","11.625","289.000","11.625","298.000"
"11.629","344.000","11.629","321.000","11.629","296.000","11.629","243.000"
"11.634","345.000","11.634","314.000","11.634","280.000","11.634","197.000"
"11.638","360.000","11.638","313.000","11.638","272.000","11.638","169.000"
"11.642","367.000","11.642","325.000","11.642","285.000","11.642","163.000"
"11.647","401.000","11.647","338.000","11.647","273.000","11.647","160.000"
"11.651","427.000","11.651","374.000","11.651","287.000","11.651","174.000"
"11.656","448.000","11.656","487.000","11.656","278.000","11.656","222.000"
"11.660","456.000","11.660","676.000","11.660","295.000","11.660","311.000"
"11.664","468.000","11.664","968.000","11.664","319.000","11.664","481.000"
"11.669","469.000","11.669","1262.000","11.669","323.000","11.669","679.000"
"11.673","475.000","11.673","1469.000","11.673","345.000","11.673","854.000"
"11.677","451.000","11.677","1478.000","11.677","357.000","11.677","956.000"
"11.682","422.000","11.682","1257.000","11.682","357.000","11.682","885.000"
"11.686","400.000","11.686","949.000","11.686","357.000","11.686","674.000"
"11.691","381.000","11.691","681.000","11.691","328.000","11.691","466.000"
"11.695","370.000","11.695","487.000","11.695","329.000","11.695","326.000"
"11.699","359.000","11.699","401.000","11.699","319.000","11.699","234.000"
"11.704","355.000","11.704","372.000","11.704","317.000","11.704","189.000"
"11.708","347.000","11.708","358.000","11.708","314.000","11.708","176.000"
"11.712","345.000","11.712","349.000","11.712","327.000","11.712","171.000"
