"Ion 119.00 (118.70 to 119.70): MA_Population_46-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_46-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_46-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_46-3.D\data.ms",""
"11.625","557.000","11.625","626.000","11.625","470.000","11.625","472.000"
"11.629","541.000","11.629","587.000","11.629","463.000","11.629","367.000"
"11.634","569.000","11.634","573.000","11.634","448.000","11.634","280.000"
"11.638","584.000","11.638","537.000","11.638","443.000","11.638","250.000"
"11.642","675.000","11.642","564.000","11.642","447.000","11.642","231.000"
"11.647","785.000","11.647","585.000","11.647","464.000","11.647","245.000"
"11.651","926.000","11.651","718.000","11.651","474.000","11.651","263.000"
"11.655","1020.000","11.655","980.000","11.655","500.000","11.655","371.000"
"11.660","1105.000","11.660","1403.000","11.660","536.000","11.660","586.000"
"11.664","1142.000","11.664","2049.000","11.664","599.000","11.664","965.000"
"11.669","1154.000","11.669","2646.000","11.669","660.000","11.669","1418.000"
"11.673","1118.000","11.673","3004.000","11.673","711.000","11.673","1786.000"
"11.677","1025.000","11.677","2896.000","11.677","755.000","11.677","1826.000"
"11.682","920.000","11.682","2459.000","11.682","738.000","11.682","1653.000"
"11.686","795.000","11.686","1828.000","11.686","701.000","11.686","1291.000"
"11.690","693.000","11.690","1266.000","11.690","642.000","11.690","857.000"
"11.695","636.000","11.695","918.000","11.695","602.000","11.695","565.000"
"11.699","602.000","11.699","737.000","11.699","574.000","11.699","379.000"
"11.704","567.000","11.704","657.000","11.704","583.000","11.704","296.000"
"11.708","552.000","11.708","632.000","11.708","551.000","11.708","261.000"
"11.712","543.000","11.712","605.000","11.712","568.000","11.712","250.000"
