"Ion 119.00 (118.70 to 119.70): MA_Population_45-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_45-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_45-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_45-3.D\data.ms",""
"11.625","421.000","11.625","646.000","11.625","404.000","11.625","391.000"
"11.629","406.000","11.629","583.000","11.629","407.000","11.629","315.000"
"11.634","414.000","11.634","526.000","11.634","390.000","11.634","248.000"
"11.638","418.000","11.638","460.000","11.638","388.000","11.638","217.000"
"11.642","429.000","11.642","455.000","11.642","413.000","11.642","207.000"
"11.647","462.000","11.647","489.000","11.647","400.000","11.647","210.000"
"11.651","484.000","11.651","547.000","11.651","415.000","11.651","245.000"
"11.656","516.000","11.656","736.000","11.656","419.000","11.656","321.000"
"11.660","535.000","11.660","1052.000","11.660","443.000","11.660","474.000"
"11.664","584.000","11.664","1544.000","11.664","471.000","11.664","759.000"
"11.669","595.000","11.669","2002.000","11.669","518.000","11.669","1090.000"
"11.673","605.000","11.673","2314.000","11.673","545.000","11.673","1353.000"
"11.677","590.000","11.677","2279.000","11.677","571.000","11.677","1499.000"
"11.682","559.000","11.682","1904.000","11.682","559.000","11.682","1313.000"
"11.686","504.000","11.686","1355.000","11.686","544.000","11.686","984.000"
"11.691","475.000","11.691","949.000","11.691","522.000","11.691","641.000"
"11.695","453.000","11.695","716.000","11.695","525.000","11.695","429.000"
"11.699","440.000","11.699","585.000","11.699","512.000","11.699","297.000"
"11.704","428.000","11.704","523.000","11.704","512.000","11.704","253.000"
"11.708","431.000","11.708","510.000","11.708","511.000","11.708","224.000"
"11.712","426.000","11.712","500.000","11.712","506.000","11.712","226.000"
