"Ion 119.00 (118.70 to 119.70): MA_Population_32-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_32-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_32-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_32-3.D\data.ms",""
"11.628","265.000","11.628","297.000","11.628","309.000","11.628","126.000"
"11.633","268.000","11.633","292.000","11.633","290.000","11.633","125.000"
"11.637","277.000","11.637","290.000","11.637","274.000","11.637","127.000"
"11.641","296.000","11.641","306.000","11.641","288.000","11.641","127.000"
"11.646","319.000","11.646","349.000","11.646","286.000","11.646","145.000"
"11.650","326.000","11.650","435.000","11.650","291.000","11.650","179.000"
"11.654","330.000","11.654","584.000","11.654","296.000","11.654","252.000"
"11.659","335.000","11.659","780.000","11.659","301.000","11.659","383.000"
"11.663","329.000","11.663","989.000","11.663","313.000","11.663","512.000"
"11.668","318.000","11.668","1123.000","11.668","307.000","11.668","640.000"
"11.672","301.000","11.672","1120.000","11.672","323.000","11.672","682.000"
"11.676","296.000","11.676","959.000","11.676","328.000","11.676","635.000"
"11.681","287.000","11.681","729.000","11.681","333.000","11.681","486.000"
"11.685","279.000","11.685","548.000","11.685","336.000","11.685","342.000"
"11.689","270.000","11.689","428.000","11.689","327.000","11.689","239.000"
"11.694","265.000","11.694","371.000","11.694","337.000","11.694","180.000"
"11.698","267.000","11.698","346.000","11.698","341.000","11.698","159.000"
"11.703","264.000","11.703","351.000","11.703","345.000","11.703","147.000"
"11.707","262.000","11.707","332.000","11.707","349.000","11.707","145.000"
"11.711","265.000","11.711","340.000","11.711","351.000","11.711","146.000"
