"Ion 119.00 (118.70 to 119.70): MA_Population_62-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_62-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_62-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_62-3.D\data.ms",""
"11.628","341.000","11.628","260.000","11.628","279.000","11.628","234.000"
"11.633","341.000","11.633","263.000","11.633","264.000","11.633","194.000"
"11.637","348.000","11.637","265.000","11.637","262.000","11.637","170.000"
"11.641","352.000","11.641","275.000","11.641","260.000","11.641","160.000"
"11.646","381.000","11.646","263.000","11.646","249.000","11.646","159.000"
"11.650","439.000","11.650","291.000","11.650","258.000","11.650","163.000"
"11.654","481.000","11.654","325.000","11.654","267.000","11.654","175.000"
"11.659","497.000","11.659","396.000","11.659","269.000","11.659","201.000"
"11.663","510.000","11.663","514.000","11.663","287.000","11.663","252.000"
"11.668","507.000","11.668","689.000","11.668","291.000","11.668","374.000"
"11.672","500.000","11.672","913.000","11.672","315.000","11.672","500.000"
"11.676","478.000","11.676","1110.000","11.676","330.000","11.676","639.000"
"11.681","477.000","11.681","1126.000","11.681","341.000","11.681","738.000"
"11.685","442.000","11.685","1010.000","11.685","350.000","11.685","704.000"
"11.689","421.000","11.689","763.000","11.689","331.000","11.689","573.000"
"11.694","392.000","11.694","563.000","11.694","320.000","11.694","420.000"
"11.698","368.000","11.698","422.000","11.698","302.000","11.698","300.000"
"11.703","352.000","11.703","345.000","11.703","301.000","11.703","226.000"
"11.707","354.000","11.707","312.000","11.707","290.000","11.707","181.000"
"11.711","336.000","11.711","307.000","11.711","294.000","11.711","175.000"
