"Ion 119.00 (118.70 to 119.70): MA_Population_64-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_64-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_64-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_64-3.D\data.ms",""
"11.628","303.000","11.628","276.000","11.628","250.000","11.628","233.000"
"11.633","295.000","11.633","268.000","11.633","248.000","11.633","206.000"
"11.637","322.000","11.637","270.000","11.637","239.000","11.637","180.000"
"11.641","330.000","11.641","275.000","11.641","241.000","11.641","160.000"
"11.646","368.000","11.646","275.000","11.646","235.000","11.646","152.000"
"11.650","416.000","11.650","286.000","11.650","236.000","11.650","157.000"
"11.654","457.000","11.654","327.000","11.654","238.000","11.654","158.000"
"11.659","478.000","11.659","393.000","11.659","248.000","11.659","195.000"
"11.663","482.000","11.663","546.000","11.663","254.000","11.663","258.000"
"11.668","465.000","11.668","742.000","11.668","256.000","11.668","383.000"
"11.672","440.000","11.672","975.000","11.672","277.000","11.672","540.000"
"11.676","418.000","11.676","1140.000","11.676","282.000","11.676","688.000"
"11.681","392.000","11.681","1139.000","11.681","285.000","11.681","746.000"
"11.685","380.000","11.685","1009.000","11.685","297.000","11.685","710.000"
"11.689","357.000","11.689","775.000","11.689","294.000","11.689","564.000"
"11.694","345.000","11.694","560.000","11.694","286.000","11.694","413.000"
"11.698","322.000","11.698","419.000","11.698","272.000","11.698","302.000"
"11.703","318.000","11.703","337.000","11.703","269.000","11.703","212.000"
"11.707","320.000","11.707","297.000","11.707","264.000","11.707","180.000"
"11.711","313.000","11.711","289.000","11.711","273.000","11.711","171.000"
