"Ion 119.00 (118.70 to 119.70): MA_Population_61-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_61-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_61-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_61-3.D\data.ms",""
"11.625","532.000","11.625","312.000","11.625","285.000","11.625","264.000"
"11.629","520.000","11.629","308.000","11.629","305.000","11.629","235.000"
"11.634","521.000","11.634","296.000","11.634","288.000","11.634","200.000"
"11.638","520.000","11.638","291.000","11.638","287.000","11.638","201.000"
"11.643","539.000","11.643","294.000","11.643","280.000","11.643","173.000"
"11.647","535.000","11.647","294.000","11.647","286.000","11.647","189.000"
"11.651","535.000","11.651","318.000","11.651","278.000","11.651","194.000"
"11.656","577.000","11.656","334.000","11.656","283.000","11.656","195.000"
"11.660","550.000","11.660","407.000","11.660","290.000","11.660","223.000"
"11.664","556.000","11.664","515.000","11.664","304.000","11.664","285.000"
"11.669","560.000","11.669","688.000","11.669","298.000","11.669","387.000"
"11.673","549.000","11.673","841.000","11.673","298.000","11.673","501.000"
"11.678","531.000","11.678","930.000","11.678","292.000","11.678","596.000"
"11.682","526.000","11.682","911.000","11.682","296.000","11.682","614.000"
"11.686","523.000","11.686","775.000","11.686","294.000","11.686","549.000"
"11.691","521.000","11.691","597.000","11.691","300.000","11.691","462.000"
"11.695","518.000","11.695","450.000","11.695","302.000","11.695","344.000"
"11.699","517.000","11.699","378.000","11.699","307.000","11.699","266.000"
"11.704","525.000","11.704","322.000","11.704","307.000","11.704","214.000"
"11.708","525.000","11.708","315.000","11.708","309.000","11.708","202.000"
"11.712","540.000","11.712","309.000","11.712","298.000","11.712","198.000"
