"Ion 119.00 (118.70 to 119.70): MA_Population_18-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_18-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_18-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_18-3.D\data.ms",""
"11.625","323.000","11.625","468.000","11.625","439.000","11.625","171.000"
"11.629","316.000","11.629","432.000","11.629","462.000","11.629","170.000"
"11.634","321.000","11.634","407.000","11.634","469.000","11.634","167.000"
"11.638","324.000","11.638","385.000","11.638","470.000","11.638","168.000"
"11.643","343.000","11.643","409.000","11.643","500.000","11.643","180.000"
"11.647","371.000","11.647","437.000","11.647","519.000","11.647","192.000"
"11.651","453.000","11.651","531.000","11.651","548.000","11.651","232.000"
"11.656","594.000","11.656","651.000","11.656","638.000","11.656","317.000"
"11.660","758.000","11.660","828.000","11.660","732.000","11.660","414.000"
"11.664","943.000","11.664","980.000","11.664","888.000","11.664","520.000"
"11.669","1009.000","11.669","1012.000","11.669","965.000","11.669","591.000"
"11.673","927.000","11.673","918.000","11.673","983.000","11.673","570.000"
"11.678","787.000","11.678","779.000","11.678","932.000","11.678","477.000"
"11.682","630.000","11.682","636.000","11.682","850.000","11.682","379.000"
"11.686","491.000","11.686","539.000","11.686","752.000","11.686","294.000"
"11.691","412.000","11.691","465.000","11.691","694.000","11.691","232.000"
"11.695","369.000","11.695","454.000","11.695","661.000","11.695","203.000"
"11.699","347.000","11.699","435.000","11.699","644.000","11.699","192.000"
"11.704","342.000","11.704","445.000","11.704","654.000","11.704","188.000"
"11.708","346.000","11.708","449.000","11.708","677.000","11.708","179.000"
"11.712","343.000","11.712","449.000","11.712","673.000","11.712","185.000"
