"Ion 119.00 (118.70 to 119.70): MA_Population_29-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_29-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_29-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_29-3.D\data.ms",""
"11.625","301.000","11.625","1040.000","11.625","402.000","11.625","154.000"
"11.629","298.000","11.629","774.000","11.629","378.000","11.629","149.000"
"11.634","297.000","11.634","562.000","11.634","353.000","11.634","144.000"
"11.638","291.000","11.638","444.000","11.638","341.000","11.638","148.000"
"11.642","308.000","11.642","400.000","11.642","351.000","11.642","153.000"
"11.647","335.000","11.647","450.000","11.647","370.000","11.647","188.000"
"11.651","356.000","11.651","611.000","11.651","375.000","11.651","259.000"
"11.655","409.000","11.655","909.000","11.655","398.000","11.655","425.000"
"11.660","439.000","11.660","1311.000","11.660","423.000","11.660","666.000"
"11.664","487.000","11.664","1682.000","11.664","466.000","11.664","935.000"
"11.669","489.000","11.669","1837.000","11.669","487.000","11.669","1131.000"
"11.673","484.000","11.673","1705.000","11.673","498.000","11.673","1133.000"
"11.677","447.000","11.677","1404.000","11.677","510.000","11.677","991.000"
"11.682","407.000","11.682","1033.000","11.682","496.000","11.682","723.000"
"11.686","362.000","11.686","707.000","11.686","478.000","11.686","484.000"
"11.690","341.000","11.690","513.000","11.690","454.000","11.690","303.000"
"11.695","325.000","11.695","454.000","11.695","467.000","11.695","227.000"
"11.699","312.000","11.699","400.000","11.699","452.000","11.699","189.000"
"11.704","293.000","11.704","397.000","11.704","456.000","11.704","169.000"
"11.708","291.000","11.708","390.000","11.708","447.000","11.708","162.000"
"11.712","291.000","11.712","390.000","11.712","453.000","11.712","160.000"
