"Ion 119.00 (118.70 to 119.70): MA_Population_22-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_22-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_22-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_22-3.D\data.ms",""
"11.625","222.000","11.625","223.000","11.625","210.000","11.625","113.000"
"11.629","216.000","11.629","226.000","11.629","214.000","11.629","116.000"
"11.634","221.000","11.634","226.000","11.634","214.000","11.634","116.000"
"11.638","216.000","11.638","217.000","11.638","217.000","11.638","112.000"
"11.642","224.000","11.642","227.000","11.642","220.000","11.642","120.000"
"11.647","223.000","11.647","250.000","11.647","228.000","11.647","123.000"
"11.651","232.000","11.651","275.000","11.651","227.000","11.651","140.000"
"11.655","248.000","11.655","333.000","11.655","238.000","11.655","170.000"
"11.660","257.000","11.660","402.000","11.660","247.000","11.660","212.000"
"11.664","263.000","11.664","457.000","11.664","262.000","11.664","263.000"
"11.669","266.000","11.669","486.000","11.669","264.000","11.669","290.000"
"11.673","270.000","11.673","457.000","11.673","269.000","11.673","280.000"
"11.677","253.000","11.677","390.000","11.677","264.000","11.677","247.000"
"11.682","244.000","11.682","335.000","11.682","257.000","11.682","201.000"
"11.686","237.000","11.686","294.000","11.686","266.000","11.686","169.000"
"11.690","234.000","11.690","262.000","11.690","258.000","11.690","144.000"
"11.695","229.000","11.695","254.000","11.695","254.000","11.695","137.000"
"11.699","226.000","11.699","251.000","11.699","258.000","11.699","128.000"
"11.704","235.000","11.704","248.000","11.704","258.000","11.704","124.000"
"11.708","234.000","11.708","253.000","11.708","261.000","11.708","128.000"
"11.712","227.000","11.712","249.000","11.712","268.000","11.712","124.000"
