"Ion 119.00 (118.70 to 119.70): MA_Population_26-3.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_26-3.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_26-3.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_26-3.D\data.ms",""
"11.625","223.000","11.625","359.000","11.625","335.000","11.625","119.000"
"11.629","229.000","11.629","315.000","11.629","318.000","11.629","116.000"
"11.634","226.000","11.634","291.000","11.634","314.000","11.634","117.000"
"11.638","223.000","11.638","277.000","11.638","315.000","11.638","122.000"
"11.642","222.000","11.642","290.000","11.642","320.000","11.642","122.000"
"11.647","239.000","11.647","334.000","11.647","321.000","11.647","140.000"
"11.651","244.000","11.651","411.000","11.651","328.000","11.651","183.000"
"11.655","254.000","11.655","579.000","11.655","347.000","11.655","270.000"
"11.660","258.000","11.660","786.000","11.660","353.000","11.660","395.000"
"11.664","262.000","11.664","970.000","11.664","370.000","11.664","531.000"
"11.669","268.000","11.669","1054.000","11.669","376.000","11.669","628.000"
"11.673","264.000","11.673","1012.000","11.673","394.000","11.673","634.000"
"11.677","257.000","11.677","822.000","11.677","395.000","11.677","551.000"
"11.682","248.000","11.682","619.000","11.682","409.000","11.682","412.000"
"11.686","240.000","11.686","470.000","11.686","403.000","11.686","293.000"
"11.690","239.000","11.690","391.000","11.690","411.000","11.690","218.000"
"11.695","232.000","11.695","355.000","11.695","413.000","11.695","175.000"
"11.699","238.000","11.699","344.000","11.699","429.000","11.699","156.000"
"11.704","229.000","11.704","339.000","11.704","425.000","11.704","146.000"
"11.708","226.000","11.708","338.000","11.708","436.000","11.708","149.000"
"11.712","228.000","11.712","329.000","11.712","437.000","11.712","138.000"
