"Ion 119.00 (118.70 to 119.70): MA_Population_49-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_49-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_49-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_49-2.D\data.ms",""
"11.625","313.000","11.625","299.000","11.625","282.000","11.625","247.000"
"11.629","309.000","11.629","288.000","11.629","275.000","11.629","201.000"
"11.634","326.000","11.634","295.000","11.634","272.000","11.634","172.000"
"11.638","336.000","11.638","302.000","11.638","281.000","11.638","156.000"
"11.642","359.000","11.642","300.000","11.642","280.000","11.642","151.000"
"11.647","404.000","11.647","313.000","11.647","282.000","11.647","157.000"
"11.651","450.000","11.651","362.000","11.651","291.000","11.651","167.000"
"11.656","488.000","11.656","439.000","11.656","283.000","11.656","201.000"
"11.660","526.000","11.660","572.000","11.660","323.000","11.660","251.000"
"11.664","567.000","11.664","754.000","11.664","368.000","11.664","383.000"
"11.669","621.000","11.669","966.000","11.669","436.000","11.669","529.000"
"11.673","652.000","11.673","1085.000","11.673","480.000","11.673","639.000"
"11.677","642.000","11.677","1042.000","11.677","501.000","11.677","657.000"
"11.682","583.000","11.682","904.000","11.682","489.000","11.682","604.000"
"11.686","507.000","11.686","689.000","11.686","474.000","11.686","479.000"
"11.691","432.000","11.691","534.000","11.691","420.000","11.691","351.000"
"11.695","376.000","11.695","414.000","11.695","374.000","11.695","258.000"
"11.699","345.000","11.699","367.000","11.699","345.000","11.699","199.000"
"11.704","332.000","11.704","345.000","11.704","337.000","11.704","175.000"
"11.708","321.000","11.708","325.000","11.708","333.000","11.708","164.000"
"11.712","320.000","11.712","327.000","11.712","345.000","11.712","159.000"
