"Ion 119.00 (118.70 to 119.70): MA_Population_11-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_11-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_11-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_11-2.D\data.ms",""
"11.625","551.000","11.625","2196.000","11.625","928.000","11.625","290.000"
"11.629","535.000","11.629","1609.000","11.629","964.000","11.629","294.000"
"11.634","541.000","11.634","1142.000","11.634","956.000","11.634","296.000"
"11.638","563.000","11.638","922.000","11.638","978.000","11.638","317.000"
"11.642","589.000","11.642","891.000","11.642","1008.000","11.642","340.000"
"11.647","685.000","11.647","1086.000","11.647","1103.000","11.647","430.000"
"11.651","843.000","11.651","1550.000","11.651","1156.000","11.651","653.000"
"11.656","1116.000","11.656","2238.000","11.656","1344.000","11.656","1042.000"
"11.660","1417.000","11.660","3059.000","11.660","1560.000","11.660","1563.000"
"11.664","1715.000","11.664","3623.000","11.664","1796.000","11.664","2052.000"
"11.669","1815.000","11.669","3796.000","11.669","1969.000","11.669","2313.000"
"11.673","1658.000","11.673","3314.000","11.673","1992.000","11.673","2165.000"
"11.677","1373.000","11.677","2511.000","11.677","1847.000","11.677","1737.000"
"11.682","1046.000","11.682","1807.000","11.682","1682.000","11.682","1208.000"
"11.686","834.000","11.686","1342.000","11.686","1559.000","11.686","793.000"
"11.690","705.000","11.690","1105.000","11.690","1480.000","11.690","545.000"
"11.695","643.000","11.695","1005.000","11.695","1411.000","11.695","420.000"
"11.699","619.000","11.699","998.000","11.699","1453.000","11.699","370.000"
"11.704","589.000","11.704","974.000","11.704","1493.000","11.704","361.000"
"11.708","593.000","11.708","987.000","11.708","1455.000","11.708","351.000"
"11.712","579.000","11.712","966.000","11.712","1505.000","11.712","344.000"
