"Ion 119.00 (118.70 to 119.70): MA_Population_8-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_8-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_8-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_8-2.D\data.ms",""
"11.625","363.000","11.625","435.000","11.625","452.000","11.625","166.000"
"11.629","341.000","11.629","417.000","11.629","444.000","11.629","161.000"
"11.634","348.000","11.634","415.000","11.634","448.000","11.634","164.000"
"11.638","341.000","11.638","448.000","11.638","460.000","11.638","172.000"
"11.642","351.000","11.642","512.000","11.642","469.000","11.642","196.000"
"11.647","353.000","11.647","654.000","11.647","469.000","11.647","253.000"
"11.651","359.000","11.651","940.000","11.651","511.000","11.651","395.000"
"11.656","369.000","11.656","1364.000","11.656","522.000","11.656","636.000"
"11.660","364.000","11.660","1785.000","11.660","536.000","11.660","925.000"
"11.664","375.000","11.664","1991.000","11.664","560.000","11.664","1143.000"
"11.669","369.000","11.669","1962.000","11.669","573.000","11.669","1191.000"
"11.673","363.000","11.673","1666.000","11.673","586.000","11.673","1069.000"
"11.677","370.000","11.677","1245.000","11.677","603.000","11.677","818.000"
"11.682","362.000","11.682","864.000","11.682","595.000","11.682","559.000"
"11.686","369.000","11.686","663.000","11.686","623.000","11.686","364.000"
"11.691","362.000","11.691","559.000","11.691","654.000","11.691","252.000"
"11.695","367.000","11.695","541.000","11.695","667.000","11.695","217.000"
"11.699","358.000","11.699","505.000","11.699","641.000","11.699","193.000"
"11.704","361.000","11.704","498.000","11.704","639.000","11.704","181.000"
"11.708","356.000","11.708","518.000","11.708","634.000","11.708","182.000"
"11.712","361.000","11.712","509.000","11.712","642.000","11.712","188.000"
