"Ion 119.00 (118.70 to 119.70): MA_Population_29-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_29-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_29-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_29-2.D\data.ms",""
"11.625","311.000","11.625","1084.000","11.625","453.000","11.625","158.000"
"11.629","296.000","11.629","825.000","11.629","416.000","11.629","152.000"
"11.634","301.000","11.634","588.000","11.634","405.000","11.634","153.000"
"11.638","305.000","11.638","457.000","11.638","397.000","11.638","145.000"
"11.642","327.000","11.642","418.000","11.642","394.000","11.642","161.000"
"11.647","344.000","11.647","479.000","11.647","396.000","11.647","193.000"
"11.651","379.000","11.651","664.000","11.651","416.000","11.651","284.000"
"11.655","435.000","11.655","1042.000","11.655","455.000","11.655","464.000"
"11.660","481.000","11.660","1542.000","11.660","492.000","11.660","759.000"
"11.664","527.000","11.664","2032.000","11.664","543.000","11.664","1105.000"
"11.669","535.000","11.669","2220.000","11.669","573.000","11.669","1353.000"
"11.673","522.000","11.673","2025.000","11.673","594.000","11.673","1368.000"
"11.677","464.000","11.677","1646.000","11.677","573.000","11.677","1155.000"
"11.682","406.000","11.682","1156.000","11.682","567.000","11.682","840.000"
"11.686","362.000","11.686","808.000","11.686","549.000","11.686","545.000"
"11.690","342.000","11.690","583.000","11.690","559.000","11.690","349.000"
"11.695","324.000","11.695","470.000","11.695","550.000","11.695","244.000"
"11.699","312.000","11.699","447.000","11.699","545.000","11.699","193.000"
"11.704","308.000","11.704","426.000","11.704","548.000","11.704","185.000"
"11.708","300.000","11.708","406.000","11.708","558.000","11.708","174.000"
"11.712","301.000","11.712","415.000","11.712","552.000","11.712","172.000"
