"Ion 119.00 (118.70 to 119.70): MA_Population_3-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_3-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_3-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_3-2.D\data.ms",""
"11.625","258.000","11.625","406.000","11.625","435.000","11.625","141.000"
"11.629","261.000","11.629","373.000","11.629","436.000","11.629","145.000"
"11.634","268.000","11.634","354.000","11.634","448.000","11.634","146.000"
"11.638","263.000","11.638","357.000","11.638","466.000","11.638","139.000"
"11.643","270.000","11.643","404.000","11.643","457.000","11.643","173.000"
"11.647","285.000","11.647","535.000","11.647","471.000","11.647","222.000"
"11.651","296.000","11.651","748.000","11.651","519.000","11.651","355.000"
"11.656","317.000","11.656","1061.000","11.656","542.000","11.656","510.000"
"11.660","343.000","11.660","1365.000","11.660","550.000","11.660","730.000"
"11.664","364.000","11.664","1543.000","11.664","591.000","11.664","878.000"
"11.669","372.000","11.669","1467.000","11.669","628.000","11.669","945.000"
"11.673","336.000","11.673","1229.000","11.673","612.000","11.673","813.000"
"11.678","317.000","11.678","918.000","11.678","646.000","11.678","611.000"
"11.682","292.000","11.682","677.000","11.682","624.000","11.682","423.000"
"11.686","284.000","11.686","521.000","11.686","647.000","11.686","282.000"
"11.691","272.000","11.691","450.000","11.691","647.000","11.691","213.000"
"11.695","270.000","11.695","411.000","11.695","636.000","11.695","176.000"
"11.699","265.000","11.699","400.000","11.699","646.000","11.699","161.000"
"11.704","263.000","11.704","396.000","11.704","641.000","11.704","163.000"
"11.708","261.000","11.708","397.000","11.708","651.000","11.708","162.000"
"11.713","264.000","11.713","404.000","11.713","673.000","11.713","155.000"
