"Ion 119.00 (118.70 to 119.70): MA_Population_25-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_25-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_25-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_25-2.D\data.ms",""
"11.625","231.000","11.625","279.000","11.625","316.000","11.625","117.000"
"11.629","229.000","11.629","254.000","11.629","315.000","11.629","118.000"
"11.634","220.000","11.634","249.000","11.634","305.000","11.634","114.000"
"11.638","230.000","11.638","250.000","11.638","311.000","11.638","115.000"
"11.642","236.000","11.642","255.000","11.642","310.000","11.642","124.000"
"11.647","247.000","11.647","297.000","11.647","314.000","11.647","140.000"
"11.651","265.000","11.651","408.000","11.651","321.000","11.651","188.000"
"11.656","269.000","11.656","564.000","11.656","341.000","11.656","272.000"
"11.660","282.000","11.660","767.000","11.660","339.000","11.660","400.000"
"11.664","277.000","11.664","959.000","11.664","350.000","11.664","530.000"
"11.669","273.000","11.669","1028.000","11.669","350.000","11.669","627.000"
"11.673","262.000","11.673","972.000","11.673","373.000","11.673","628.000"
"11.677","254.000","11.677","784.000","11.677","379.000","11.677","534.000"
"11.682","249.000","11.682","595.000","11.682","388.000","11.682","403.000"
"11.686","248.000","11.686","449.000","11.686","388.000","11.686","277.000"
"11.691","238.000","11.691","364.000","11.691","394.000","11.691","203.000"
"11.695","233.000","11.695","318.000","11.695","410.000","11.695","165.000"
"11.699","236.000","11.699","307.000","11.699","407.000","11.699","147.000"
"11.704","239.000","11.704","294.000","11.704","438.000","11.704","145.000"
"11.708","236.000","11.708","291.000","11.708","444.000","11.708","137.000"
"11.712","231.000","11.712","296.000","11.712","441.000","11.712","138.000"
