"Ion 119.00 (118.70 to 119.70): MA_Population_2-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_2-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_2-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_2-2.D\data.ms",""
"11.625","213.000","11.625","371.000","11.625","278.000","11.625","123.000"
"11.629","208.000","11.629","300.000","11.629","268.000","11.629","119.000"
"11.634","227.000","11.634","264.000","11.634","283.000","11.634","121.000"
"11.638","216.000","11.638","268.000","11.638","278.000","11.638","131.000"
"11.642","218.000","11.642","334.000","11.642","292.000","11.642","160.000"
"11.647","245.000","11.647","493.000","11.647","314.000","11.647","222.000"
"11.651","282.000","11.651","763.000","11.651","310.000","11.651","377.000"
"11.655","326.000","11.655","1163.000","11.655","358.000","11.655","606.000"
"11.660","364.000","11.660","1541.000","11.660","392.000","11.660","869.000"
"11.664","383.000","11.664","1723.000","11.664","413.000","11.664","1091.000"
"11.669","396.000","11.669","1660.000","11.669","441.000","11.669","1110.000"
"11.673","365.000","11.673","1308.000","11.673","424.000","11.673","954.000"
"11.677","299.000","11.677","909.000","11.677","411.000","11.677","680.000"
"11.682","267.000","11.682","577.000","11.682","379.000","11.682","448.000"
"11.686","239.000","11.686","408.000","11.686","368.000","11.686","285.000"
"11.690","230.000","11.690","315.000","11.690","360.000","11.690","182.000"
"11.695","221.000","11.695","292.000","11.695","355.000","11.695","152.000"
"11.699","218.000","11.699","283.000","11.699","360.000","11.699","146.000"
"11.704","218.000","11.704","265.000","11.704","359.000","11.704","139.000"
"11.708","222.000","11.708","276.000","11.708","366.000","11.708","134.000"
"11.712","219.000","11.712","266.000","11.712","374.000","11.712","135.000"
