"Ion 119.00 (118.70 to 119.70): MA_Population_46-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_46-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_46-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_46-2.D\data.ms",""
"11.625","462.000","11.625","484.000","11.625","456.000","11.625","323.000"
"11.629","468.000","11.629","460.000","11.629","454.000","11.629","275.000"
"11.634","462.000","11.634","449.000","11.634","446.000","11.634","240.000"
"11.638","473.000","11.638","447.000","11.638","459.000","11.638","215.000"
"11.642","516.000","11.642","477.000","11.642","459.000","11.642","209.000"
"11.647","578.000","11.647","489.000","11.647","473.000","11.647","205.000"
"11.651","639.000","11.651","554.000","11.651","484.000","11.651","221.000"
"11.656","709.000","11.656","686.000","11.656","512.000","11.656","280.000"
"11.660","746.000","11.660","919.000","11.660","555.000","11.660","394.000"
"11.664","761.000","11.664","1218.000","11.664","578.000","11.664","576.000"
"11.669","743.000","11.669","1529.000","11.669","612.000","11.669","799.000"
"11.673","737.000","11.673","1710.000","11.673","650.000","11.673","974.000"
"11.677","705.000","11.677","1683.000","11.677","699.000","11.677","1020.000"
"11.682","641.000","11.682","1447.000","11.682","705.000","11.682","957.000"
"11.686","583.000","11.686","1132.000","11.686","698.000","11.686","730.000"
"11.691","534.000","11.691","857.000","11.691","678.000","11.691","527.000"
"11.695","482.000","11.695","673.000","11.695","659.000","11.695","375.000"
"11.699","478.000","11.699","583.000","11.699","659.000","11.699","278.000"
"11.704","467.000","11.704","552.000","11.704","650.000","11.704","249.000"
"11.708","464.000","11.708","534.000","11.708","651.000","11.708","232.000"
"11.712","462.000","11.712","534.000","11.712","669.000","11.712","224.000"
