"Ion 119.00 (118.70 to 119.70): MA_Population_42-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_42-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_42-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_42-2.D\data.ms",""
"11.625","628.000","11.625","860.000","11.625","488.000","11.625","251.000"
"11.629","625.000","11.629","798.000","11.629","486.000","11.629","244.000"
"11.634","652.000","11.634","679.000","11.634","482.000","11.634","249.000"
"11.638","695.000","11.638","645.000","11.638","478.000","11.638","251.000"
"11.642","784.000","11.642","650.000","11.642","476.000","11.642","261.000"
"11.647","935.000","11.647","720.000","11.647","492.000","11.647","278.000"
"11.651","1071.000","11.651","955.000","11.651","494.000","11.651","362.000"
"11.656","1168.000","11.656","1372.000","11.656","523.000","11.656","543.000"
"11.660","1183.000","11.660","2094.000","11.660","545.000","11.660","920.000"
"11.664","1103.000","11.664","3018.000","11.664","531.000","11.664","1492.000"
"11.669","1004.000","11.669","3978.000","11.669","558.000","11.669","2162.000"
"11.673","897.000","11.673","4340.000","11.673","545.000","11.673","2626.000"
"11.677","823.000","11.677","4129.000","11.677","553.000","11.677","2700.000"
"11.682","740.000","11.682","3280.000","11.682","574.000","11.682","2349.000"
"11.686","707.000","11.686","2249.000","11.686","571.000","11.686","1709.000"
"11.691","700.000","11.691","1423.000","11.691","562.000","11.691","1054.000"
"11.695","665.000","11.695","958.000","11.695","587.000","11.695","639.000"
"11.699","644.000","11.699","747.000","11.699","584.000","11.699","414.000"
"11.704","623.000","11.704","691.000","11.704","583.000","11.704","323.000"
"11.708","629.000","11.708","635.000","11.708","584.000","11.708","293.000"
"11.712","621.000","11.712","636.000","11.712","599.000","11.712","283.000"
