"Ion 119.00 (118.70 to 119.70): MA_Population_30-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_30-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_30-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_30-2.D\data.ms",""
"11.625","299.000","11.625","458.000","11.625","442.000","11.625","153.000"
"11.629","297.000","11.629","433.000","11.629","423.000","11.629","151.000"
"11.634","296.000","11.634","409.000","11.634","409.000","11.634","143.000"
"11.638","306.000","11.638","406.000","11.638","414.000","11.638","142.000"
"11.642","326.000","11.642","415.000","11.642","415.000","11.642","157.000"
"11.647","350.000","11.647","473.000","11.647","423.000","11.647","173.000"
"11.651","371.000","11.651","590.000","11.651","445.000","11.651","225.000"
"11.655","408.000","11.655","800.000","11.655","466.000","11.655","336.000"
"11.660","436.000","11.660","1090.000","11.660","478.000","11.660","528.000"
"11.664","449.000","11.664","1353.000","11.664","519.000","11.664","712.000"
"11.669","454.000","11.669","1499.000","11.669","539.000","11.669","859.000"
"11.673","444.000","11.673","1437.000","11.673","576.000","11.673","898.000"
"11.677","413.000","11.677","1225.000","11.677","587.000","11.677","777.000"
"11.682","383.000","11.682","916.000","11.682","573.000","11.682","585.000"
"11.686","352.000","11.686","714.000","11.686","579.000","11.686","409.000"
"11.690","331.000","11.690","584.000","11.690","579.000","11.690","285.000"
"11.695","321.000","11.695","514.000","11.695","613.000","11.695","222.000"
"11.699","307.000","11.699","490.000","11.699","611.000","11.699","192.000"
"11.704","308.000","11.704","480.000","11.704","615.000","11.704","178.000"
"11.708","301.000","11.708","476.000","11.708","623.000","11.708","169.000"
"11.712","302.000","11.712","465.000","11.712","615.000","11.712","169.000"
