"Ion 119.00 (118.70 to 119.70): MA_Population_5-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_5-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_5-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_5-2.D\data.ms",""
"11.628","198.000","11.628","244.000","11.628","284.000","11.628","102.000"
"11.633","194.000","11.633","252.000","11.633","298.000","11.633","110.000"
"11.637","200.000","11.637","260.000","11.637","302.000","11.637","111.000"
"11.641","200.000","11.641","306.000","11.641","312.000","11.641","130.000"
"11.646","223.000","11.646","429.000","11.646","317.000","11.646","187.000"
"11.650","266.000","11.650","661.000","11.650","339.000","11.650","302.000"
"11.655","317.000","11.655","1049.000","11.655","371.000","11.655","521.000"
"11.659","371.000","11.659","1452.000","11.659","427.000","11.659","777.000"
"11.663","434.000","11.663","1711.000","11.663","475.000","11.663","1024.000"
"11.668","439.000","11.668","1718.000","11.668","486.000","11.668","1116.000"
"11.672","398.000","11.672","1436.000","11.672","491.000","11.672","1003.000"
"11.676","331.000","11.676","1008.000","11.676","474.000","11.676","759.000"
"11.681","284.000","11.681","678.000","11.681","444.000","11.681","483.000"
"11.685","238.000","11.685","445.000","11.685","401.000","11.685","302.000"
"11.689","214.000","11.689","335.000","11.689","390.000","11.689","193.000"
"11.694","209.000","11.694","287.000","11.694","376.000","11.694","141.000"
"11.698","197.000","11.698","280.000","11.698","382.000","11.698","126.000"
"11.703","202.000","11.703","273.000","11.703","382.000","11.703","123.000"
"11.707","201.000","11.707","279.000","11.707","384.000","11.707","120.000"
"11.711","196.000","11.711","258.000","11.711","384.000","11.711","119.000"
