"Ion 119.00 (118.70 to 119.70): MA_Population_36-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_36-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_36-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_36-2.D\data.ms",""
"11.628","290.000","11.628","302.000","11.628","303.000","11.628","170.000"
"11.633","293.000","11.633","300.000","11.633","297.000","11.633","157.000"
"11.637","296.000","11.637","308.000","11.637","303.000","11.637","153.000"
"11.641","316.000","11.641","309.000","11.641","302.000","11.641","152.000"
"11.646","327.000","11.646","322.000","11.646","303.000","11.646","157.000"
"11.650","364.000","11.650","364.000","11.650","316.000","11.650","173.000"
"11.654","397.000","11.654","443.000","11.654","331.000","11.654","208.000"
"11.659","437.000","11.659","567.000","11.659","358.000","11.659","277.000"
"11.663","492.000","11.663","707.000","11.663","391.000","11.663","364.000"
"11.668","512.000","11.668","809.000","11.668","440.000","11.668","458.000"
"11.672","518.000","11.672","816.000","11.672","458.000","11.672","490.000"
"11.676","478.000","11.676","728.000","11.676","459.000","11.676","468.000"
"11.681","431.000","11.681","595.000","11.681","432.000","11.681","395.000"
"11.685","375.000","11.685","477.000","11.685","410.000","11.685","303.000"
"11.689","334.000","11.689","403.000","11.689","384.000","11.689","238.000"
"11.694","310.000","11.694","357.000","11.694","361.000","11.694","197.000"
"11.698","301.000","11.698","343.000","11.698","356.000","11.698","171.000"
"11.703","296.000","11.703","337.000","11.703","367.000","11.703","164.000"
"11.707","299.000","11.707","331.000","11.707","359.000","11.707","159.000"
"11.711","293.000","11.711","344.000","11.711","368.000","11.711","162.000"
