"Ion 119.00 (118.70 to 119.70): MA_Population_44-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_44-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_44-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_44-2.D\data.ms",""
"11.628","559.000","11.628","735.000","11.628","557.000","11.628","388.000"
"11.633","558.000","11.633","728.000","11.633","570.000","11.633","331.000"
"11.637","560.000","11.637","676.000","11.637","580.000","11.637","300.000"
"11.641","569.000","11.641","674.000","11.641","569.000","11.641","291.000"
"11.646","589.000","11.646","696.000","11.646","600.000","11.646","296.000"
"11.650","633.000","11.650","766.000","11.650","599.000","11.650","310.000"
"11.654","684.000","11.654","917.000","11.654","632.000","11.654","363.000"
"11.659","806.000","11.659","1151.000","11.659","682.000","11.659","494.000"
"11.663","978.000","11.663","1554.000","11.663","807.000","11.663","715.000"
"11.668","1208.000","11.668","2086.000","11.668","960.000","11.668","1017.000"
"11.672","1366.000","11.672","2344.000","11.672","1138.000","11.672","1299.000"
"11.676","1409.000","11.676","2326.000","11.676","1210.000","11.676","1418.000"
"11.681","1259.000","11.681","2031.000","11.681","1205.000","11.681","1276.000"
"11.685","1087.000","11.685","1555.000","11.685","1091.000","11.685","1026.000"
"11.689","875.000","11.689","1191.000","11.689","953.000","11.689","742.000"
"11.694","725.000","11.694","961.000","11.694","842.000","11.694","510.000"
"11.698","647.000","11.698","845.000","11.698","790.000","11.698","391.000"
"11.703","610.000","11.703","811.000","11.703","763.000","11.703","346.000"
"11.707","601.000","11.707","763.000","11.707","763.000","11.707","320.000"
"11.711","589.000","11.711","768.000","11.711","783.000","11.711","319.000"
