"Ion 119.00 (118.70 to 119.70): MA_Population_58-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_58-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_58-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_58-2.D\data.ms",""
"11.628","346.000","11.628","302.000","11.628","326.000","11.628","253.000"
"11.633","333.000","11.633","314.000","11.633","324.000","11.633","205.000"
"11.637","345.000","11.637","305.000","11.637","321.000","11.637","174.000"
"11.641","344.000","11.641","313.000","11.641","322.000","11.641","165.000"
"11.646","355.000","11.646","320.000","11.646","315.000","11.646","152.000"
"11.650","369.000","11.650","335.000","11.650","330.000","11.650","157.000"
"11.655","394.000","11.655","378.000","11.655","336.000","11.655","175.000"
"11.659","421.000","11.659","480.000","11.659","361.000","11.659","214.000"
"11.663","434.000","11.663","632.000","11.663","379.000","11.663","302.000"
"11.668","473.000","11.668","835.000","11.668","420.000","11.668","415.000"
"11.672","491.000","11.672","1018.000","11.672","450.000","11.672","571.000"
"11.676","495.000","11.676","1095.000","11.676","473.000","11.676","655.000"
"11.681","492.000","11.681","1057.000","11.681","487.000","11.681","661.000"
"11.685","442.000","11.685","890.000","11.685","508.000","11.685","604.000"
"11.689","406.000","11.689","690.000","11.689","476.000","11.689","451.000"
"11.694","379.000","11.694","538.000","11.694","466.000","11.694","331.000"
"11.698","356.000","11.698","438.000","11.698","476.000","11.698","247.000"
"11.703","346.000","11.703","395.000","11.703","466.000","11.703","208.000"
"11.707","343.000","11.707","374.000","11.707","482.000","11.707","184.000"
"11.711","338.000","11.711","374.000","11.711","470.000","11.711","177.000"
