"Ion 119.00 (118.70 to 119.70): MA_Population_45-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_45-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_45-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_45-2.D\data.ms",""
"11.625","448.000","11.625","746.000","11.625","441.000","11.625","445.000"
"11.629","436.000","11.629","669.000","11.629","439.000","11.629","335.000"
"11.634","439.000","11.634","573.000","11.634","421.000","11.634","275.000"
"11.638","441.000","11.638","528.000","11.638","422.000","11.638","236.000"
"11.642","475.000","11.642","530.000","11.642","412.000","11.642","222.000"
"11.647","506.000","11.647","550.000","11.647","429.000","11.647","238.000"
"11.651","533.000","11.651","655.000","11.651","433.000","11.651","267.000"
"11.656","570.000","11.656","864.000","11.656","458.000","11.656","369.000"
"11.660","596.000","11.660","1246.000","11.660","470.000","11.660","557.000"
"11.664","597.000","11.664","1773.000","11.664","509.000","11.664","879.000"
"11.669","640.000","11.669","2330.000","11.669","545.000","11.669","1252.000"
"11.673","664.000","11.673","2590.000","11.673","576.000","11.673","1571.000"
"11.677","658.000","11.677","2505.000","11.677","601.000","11.677","1589.000"
"11.682","593.000","11.682","2111.000","11.682","603.000","11.682","1427.000"
"11.686","562.000","11.686","1583.000","11.686","590.000","11.686","1082.000"
"11.691","510.000","11.691","1057.000","11.691","560.000","11.691","725.000"
"11.695","490.000","11.695","788.000","11.695","536.000","11.695","462.000"
"11.699","457.000","11.699","636.000","11.699","544.000","11.699","327.000"
"11.704","447.000","11.704","576.000","11.704","531.000","11.704","274.000"
"11.708","454.000","11.708","568.000","11.708","535.000","11.708","250.000"
"11.712","454.000","11.712","572.000","11.712","556.000","11.712","245.000"
