"Ion 119.00 (118.70 to 119.70): MA_Population_24-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_24-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_24-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_24-2.D\data.ms",""
"11.625","179.000","11.625","176.000","11.625","183.000","11.625","96.000"
"11.629","181.000","11.629","165.000","11.629","168.000","11.629","91.000"
"11.634","175.000","11.634","166.000","11.634","166.000","11.634","94.000"
"11.638","181.000","11.638","162.000","11.638","164.000","11.638","95.000"
"11.642","179.000","11.642","184.000","11.642","167.000","11.642","95.000"
"11.647","190.000","11.647","203.000","11.647","170.000","11.647","106.000"
"11.651","208.000","11.651","262.000","11.651","178.000","11.651","140.000"
"11.656","237.000","11.656","361.000","11.656","190.000","11.656","179.000"
"11.660","264.000","11.660","460.000","11.660","212.000","11.660","262.000"
"11.664","293.000","11.664","547.000","11.664","230.000","11.664","322.000"
"11.669","303.000","11.669","573.000","11.669","246.000","11.669","356.000"
"11.673","286.000","11.673","519.000","11.673","249.000","11.673","350.000"
"11.677","258.000","11.677","417.000","11.677","236.000","11.677","295.000"
"11.682","231.000","11.682","317.000","11.682","228.000","11.682","228.000"
"11.686","216.000","11.686","255.000","11.686","202.000","11.686","171.000"
"11.691","197.000","11.691","211.000","11.691","193.000","11.691","136.000"
"11.695","192.000","11.695","199.000","11.695","189.000","11.695","119.000"
"11.699","187.000","11.699","193.000","11.699","195.000","11.699","105.000"
"11.704","189.000","11.704","186.000","11.704","190.000","11.704","107.000"
"11.708","184.000","11.708","187.000","11.708","189.000","11.708","103.000"
"11.712","178.000","11.712","190.000","11.712","187.000","11.712","102.000"
