"Ion 119.00 (118.70 to 119.70): MA_Population_51-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_51-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_51-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_51-2.D\data.ms",""
"11.628","309.000","11.628","255.000","11.628","278.000","11.628","195.000"
"11.633","308.000","11.633","262.000","11.633","256.000","11.633","168.000"
"11.637","309.000","11.637","260.000","11.637","259.000","11.637","156.000"
"11.641","322.000","11.641","263.000","11.641","256.000","11.641","143.000"
"11.646","338.000","11.646","270.000","11.646","275.000","11.646","144.000"
"11.650","344.000","11.650","289.000","11.650","260.000","11.650","145.000"
"11.654","355.000","11.654","328.000","11.654","271.000","11.654","165.000"
"11.659","361.000","11.659","407.000","11.659","284.000","11.659","206.000"
"11.663","370.000","11.663","542.000","11.663","295.000","11.663","286.000"
"11.668","358.000","11.668","717.000","11.668","301.000","11.668","406.000"
"11.672","360.000","11.672","837.000","11.672","309.000","11.672","504.000"
"11.676","366.000","11.676","869.000","11.676","318.000","11.676","537.000"
"11.681","352.000","11.681","801.000","11.681","317.000","11.681","536.000"
"11.685","352.000","11.685","678.000","11.685","340.000","11.685","466.000"
"11.689","332.000","11.689","522.000","11.689","317.000","11.689","359.000"
"11.694","305.000","11.694","396.000","11.694","317.000","11.694","254.000"
"11.698","303.000","11.698","326.000","11.698","317.000","11.698","200.000"
"11.702","303.000","11.702","289.000","11.702","313.000","11.702","168.000"
"11.707","302.000","11.707","296.000","11.707","322.000","11.707","161.000"
"11.711","300.000","11.711","292.000","11.711","331.000","11.711","155.000"
