"Ion 119.00 (118.70 to 119.70): MA_Population_33-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_33-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_33-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_33-2.D\data.ms",""
"11.625","285.000","11.625","352.000","11.625","351.000","11.625","154.000"
"11.629","285.000","11.629","347.000","11.629","338.000","11.629","149.000"
"11.634","285.000","11.634","333.000","11.634","332.000","11.634","150.000"
"11.638","286.000","11.638","328.000","11.638","323.000","11.638","150.000"
"11.643","295.000","11.643","344.000","11.643","329.000","11.643","154.000"
"11.647","311.000","11.647","375.000","11.647","335.000","11.647","168.000"
"11.651","324.000","11.651","466.000","11.651","348.000","11.651","202.000"
"11.656","348.000","11.656","617.000","11.656","360.000","11.656","279.000"
"11.660","376.000","11.660","808.000","11.660","381.000","11.660","400.000"
"11.664","409.000","11.664","990.000","11.664","398.000","11.664","528.000"
"11.669","422.000","11.669","1091.000","11.669","435.000","11.669","650.000"
"11.673","422.000","11.673","1066.000","11.673","456.000","11.673","680.000"
"11.678","388.000","11.678","884.000","11.678","433.000","11.678","583.000"
"11.682","354.000","11.682","685.000","11.682","426.000","11.682","459.000"
"11.686","325.000","11.686","518.000","11.686","416.000","11.686","324.000"
"11.691","310.000","11.691","440.000","11.691","405.000","11.691","233.000"
"11.695","297.000","11.695","388.000","11.695","401.000","11.695","196.000"
"11.699","297.000","11.699","368.000","11.699","398.000","11.699","173.000"
"11.704","291.000","11.704","365.000","11.704","404.000","11.704","166.000"
"11.708","288.000","11.708","362.000","11.708","413.000","11.708","161.000"
"11.713","289.000","11.713","367.000","11.713","413.000","11.713","159.000"
