"Ion 119.00 (118.70 to 119.70): MA_Population_9-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_9-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_9-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_9-2.D\data.ms",""
"11.625","368.000","11.625","850.000","11.625","624.000","11.625","198.000"
"11.629","372.000","11.629","690.000","11.629","619.000","11.629","202.000"
"11.634","368.000","11.634","589.000","11.634","638.000","11.634","206.000"
"11.638","377.000","11.638","550.000","11.638","667.000","11.638","214.000"
"11.642","393.000","11.642","558.000","11.642","697.000","11.642","228.000"
"11.647","441.000","11.647","618.000","11.647","710.000","11.647","258.000"
"11.651","506.000","11.651","752.000","11.651","760.000","11.651","332.000"
"11.655","638.000","11.655","1001.000","11.655","867.000","11.655","452.000"
"11.660","807.000","11.660","1257.000","11.660","976.000","11.660","629.000"
"11.664","940.000","11.664","1431.000","11.664","1120.000","11.664","780.000"
"11.669","955.000","11.669","1408.000","11.669","1197.000","11.669","817.000"
"11.673","881.000","11.673","1242.000","11.673","1195.000","11.673","752.000"
"11.677","753.000","11.677","1045.000","11.677","1113.000","11.677","619.000"
"11.682","617.000","11.682","837.000","11.682","1054.000","11.682","463.000"
"11.686","521.000","11.686","718.000","11.686","1017.000","11.686","367.000"
"11.690","479.000","11.690","649.000","11.690","979.000","11.690","293.000"
"11.695","471.000","11.695","641.000","11.695","1011.000","11.695","265.000"
"11.699","460.000","11.699","631.000","11.699","1028.000","11.699","248.000"
"11.704","459.000","11.704","641.000","11.704","1018.000","11.704","243.000"
"11.708","461.000","11.708","637.000","11.708","1024.000","11.708","243.000"
"11.712","465.000","11.712","621.000","11.712","1013.000","11.712","235.000"
