"Ion 119.00 (118.70 to 119.70): MA_Population_26-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_26-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_26-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_26-2.D\data.ms",""
"11.625","266.000","11.625","454.000","11.625","400.000","11.625","134.000"
"11.629","263.000","11.629","389.000","11.629","381.000","11.629","136.000"
"11.634","259.000","11.634","346.000","11.634","380.000","11.634","135.000"
"11.638","255.000","11.638","322.000","11.638","369.000","11.638","140.000"
"11.643","272.000","11.643","338.000","11.643","362.000","11.643","147.000"
"11.647","283.000","11.647","410.000","11.647","378.000","11.647","174.000"
"11.651","304.000","11.651","592.000","11.651","404.000","11.651","259.000"
"11.656","316.000","11.656","890.000","11.656","417.000","11.656","427.000"
"11.660","329.000","11.660","1259.000","11.660","427.000","11.660","653.000"
"11.664","346.000","11.664","1588.000","11.664","457.000","11.664","896.000"
"11.669","335.000","11.669","1706.000","11.669","458.000","11.669","1043.000"
"11.673","333.000","11.673","1563.000","11.673","479.000","11.673","1040.000"
"11.678","318.000","11.678","1294.000","11.678","494.000","11.678","873.000"
"11.682","298.000","11.682","933.000","11.682","492.000","11.682","661.000"
"11.686","285.000","11.686","661.000","11.686","483.000","11.686","447.000"
"11.691","283.000","11.691","493.000","11.691","500.000","11.691","298.000"
"11.695","277.000","11.695","428.000","11.695","510.000","11.695","220.000"
"11.699","275.000","11.699","396.000","11.699","512.000","11.699","192.000"
"11.704","267.000","11.704","389.000","11.704","513.000","11.704","177.000"
"11.708","268.000","11.708","385.000","11.708","515.000","11.708","163.000"
"11.712","264.000","11.712","370.000","11.712","523.000","11.712","162.000"
