"Ion 119.00 (118.70 to 119.70): MA_Population_6-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_6-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_6-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_6-2.D\data.ms",""
"11.625","310.000","11.625","509.000","11.625","537.000","11.625","168.000"
"11.629","303.000","11.629","472.000","11.629","550.000","11.629","175.000"
"11.634","307.000","11.634","449.000","11.634","546.000","11.634","181.000"
"11.638","311.000","11.638","462.000","11.638","562.000","11.638","185.000"
"11.643","322.000","11.643","531.000","11.643","574.000","11.643","212.000"
"11.647","375.000","11.647","705.000","11.647","604.000","11.647","283.000"
"11.651","449.000","11.651","1004.000","11.651","659.000","11.651","452.000"
"11.656","561.000","11.656","1422.000","11.656","747.000","11.656","684.000"
"11.660","651.000","11.660","1803.000","11.660","815.000","11.660","953.000"
"11.664","726.000","11.664","1963.000","11.664","881.000","11.664","1146.000"
"11.669","726.000","11.669","1896.000","11.669","904.000","11.669","1165.000"
"11.673","635.000","11.673","1584.000","11.673","920.000","11.673","1051.000"
"11.678","539.000","11.678","1177.000","11.678","846.000","11.678","779.000"
"11.682","429.000","11.682","865.000","11.682","790.000","11.682","528.000"
"11.686","366.000","11.686","644.000","11.686","750.000","11.686","356.000"
"11.691","337.000","11.691","554.000","11.691","730.000","11.691","252.000"
"11.695","316.000","11.695","523.000","11.695","755.000","11.695","217.000"
"11.699","314.000","11.699","496.000","11.699","722.000","11.699","195.000"
"11.704","319.000","11.704","507.000","11.704","731.000","11.704","196.000"
"11.708","310.000","11.708","487.000","11.708","748.000","11.708","192.000"
"11.713","310.000","11.713","490.000","11.713","704.000","11.713","186.000"
