"Ion 119.00 (118.70 to 119.70): MA_Population_73-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_73-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_73-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_73-2.D\data.ms",""
"11.625","258.000","11.625","345.000","11.625","214.000","11.625","247.000"
"11.629","249.000","11.629","334.000","11.629","214.000","11.629","218.000"
"11.634","252.000","11.634","293.000","11.634","201.000","11.634","172.000"
"11.638","248.000","11.638","266.000","11.638","212.000","11.638","144.000"
"11.642","260.000","11.642","248.000","11.642","206.000","11.642","133.000"
"11.647","262.000","11.647","235.000","11.647","204.000","11.647","126.000"
"11.651","272.000","11.651","242.000","11.651","204.000","11.651","134.000"
"11.656","292.000","11.656","282.000","11.656","218.000","11.656","149.000"
"11.660","305.000","11.660","351.000","11.660","211.000","11.660","176.000"
"11.664","316.000","11.664","522.000","11.664","226.000","11.664","253.000"
"11.669","307.000","11.669","777.000","11.669","235.000","11.669","397.000"
"11.673","313.000","11.673","1027.000","11.673","232.000","11.673","580.000"
"11.677","316.000","11.677","1240.000","11.677","268.000","11.677","748.000"
"11.682","312.000","11.682","1235.000","11.682","264.000","11.682","807.000"
"11.686","304.000","11.686","1064.000","11.686","268.000","11.686","766.000"
"11.690","287.000","11.690","825.000","11.690","259.000","11.690","601.000"
"11.695","269.000","11.695","563.000","11.695","261.000","11.695","414.000"
"11.699","260.000","11.699","381.000","11.699","250.000","11.699","286.000"
"11.704","260.000","11.704","294.000","11.704","240.000","11.704","187.000"
"11.708","252.000","11.708","268.000","11.708","241.000","11.708","157.000"
"11.712","254.000","11.712","257.000","11.712","254.000","11.712","142.000"
