"Ion 119.00 (118.70 to 119.70): MA_Population_69-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_69-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_69-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_69-2.D\data.ms",""
"11.625","277.000","11.625","253.000","11.625","220.000","11.625","256.000"
"11.629","284.000","11.629","240.000","11.629","221.000","11.629","216.000"
"11.634","278.000","11.634","243.000","11.634","213.000","11.634","166.000"
"11.638","283.000","11.638","231.000","11.638","202.000","11.638","150.000"
"11.642","307.000","11.642","244.000","11.642","213.000","11.642","137.000"
"11.647","370.000","11.647","244.000","11.647","207.000","11.647","129.000"
"11.651","418.000","11.651","265.000","11.651","213.000","11.651","135.000"
"11.656","492.000","11.656","313.000","11.656","215.000","11.656","141.000"
"11.660","534.000","11.660","383.000","11.660","224.000","11.660","162.000"
"11.664","524.000","11.664","497.000","11.664","222.000","11.664","223.000"
"11.669","490.000","11.669","659.000","11.669","229.000","11.669","319.000"
"11.673","425.000","11.673","841.000","11.673","240.000","11.673","473.000"
"11.677","388.000","11.677","962.000","11.677","241.000","11.677","576.000"
"11.682","356.000","11.682","981.000","11.682","250.000","11.682","645.000"
"11.686","323.000","11.686","855.000","11.686","249.000","11.686","588.000"
"11.690","302.000","11.690","668.000","11.690","249.000","11.690","478.000"
"11.695","294.000","11.695","478.000","11.695","251.000","11.695","353.000"
"11.699","287.000","11.699","350.000","11.699","245.000","11.699","231.000"
"11.704","282.000","11.704","295.000","11.704","244.000","11.704","182.000"
"11.708","277.000","11.708","267.000","11.708","252.000","11.708","146.000"
"11.712","272.000","11.712","267.000","11.712","253.000","11.712","140.000"
