"Ion 119.00 (118.70 to 119.70): MA_Population_12-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_12-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_12-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_12-2.D\data.ms",""
"11.625","410.000","11.625","630.000","11.625","469.000","11.625","212.000"
"11.629","414.000","11.629","594.000","11.629","480.000","11.629","221.000"
"11.634","417.000","11.634","563.000","11.634","482.000","11.634","217.000"
"11.638","414.000","11.638","566.000","11.638","474.000","11.638","230.000"
"11.642","434.000","11.642","604.000","11.642","493.000","11.642","235.000"
"11.647","481.000","11.647","730.000","11.647","517.000","11.647","303.000"
"11.651","554.000","11.651","1003.000","11.651","561.000","11.651","430.000"
"11.656","697.000","11.656","1411.000","11.656","625.000","11.656","652.000"
"11.660","861.000","11.660","1913.000","11.660","740.000","11.660","979.000"
"11.664","998.000","11.664","2265.000","11.664","831.000","11.664","1274.000"
"11.669","1058.000","11.669","2298.000","11.669","925.000","11.669","1411.000"
"11.673","987.000","11.673","1986.000","11.673","923.000","11.673","1327.000"
"11.677","839.000","11.677","1550.000","11.677","833.000","11.677","1034.000"
"11.682","697.000","11.682","1154.000","11.682","747.000","11.682","735.000"
"11.686","576.000","11.686","838.000","11.686","659.000","11.686","493.000"
"11.691","508.000","11.691","698.000","11.691","599.000","11.691","336.000"
"11.695","482.000","11.695","641.000","11.695","580.000","11.695","282.000"
"11.699","460.000","11.699","629.000","11.699","555.000","11.699","248.000"
"11.704","460.000","11.704","623.000","11.704","576.000","11.704","242.000"
"11.708","458.000","11.708","639.000","11.708","588.000","11.708","239.000"
"11.712","455.000","11.712","631.000","11.712","604.000","11.712","238.000"
