"Ion 119.00 (118.70 to 119.70): MA_Population_53-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_53-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_53-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_53-2.D\data.ms",""
"11.625","333.000","11.625","295.000","11.625","308.000","11.625","355.000"
"11.629","328.000","11.629","293.000","11.629","303.000","11.629","281.000"
"11.634","322.000","11.634","294.000","11.634","292.000","11.634","217.000"
"11.638","326.000","11.638","293.000","11.638","294.000","11.638","173.000"
"11.642","321.000","11.642","304.000","11.642","290.000","11.642","153.000"
"11.647","331.000","11.647","304.000","11.647","294.000","11.647","158.000"
"11.651","342.000","11.651","317.000","11.651","292.000","11.651","165.000"
"11.656","351.000","11.656","362.000","11.656","315.000","11.656","173.000"
"11.660","366.000","11.660","426.000","11.660","316.000","11.660","205.000"
"11.664","392.000","11.664","525.000","11.664","342.000","11.664","254.000"
"11.669","425.000","11.669","643.000","11.669","357.000","11.669","330.000"
"11.673","434.000","11.673","725.000","11.673","377.000","11.673","398.000"
"11.677","439.000","11.677","737.000","11.677","409.000","11.677","427.000"
"11.682","435.000","11.682","690.000","11.682","415.000","11.682","421.000"
"11.686","408.000","11.686","577.000","11.686","402.000","11.686","359.000"
"11.691","379.000","11.691","482.000","11.691","391.000","11.691","285.000"
"11.695","353.000","11.695","408.000","11.695","374.000","11.695","227.000"
"11.699","341.000","11.699","375.000","11.699","373.000","11.699","194.000"
"11.704","333.000","11.704","359.000","11.704","379.000","11.704","180.000"
"11.708","334.000","11.708","354.000","11.708","381.000","11.708","170.000"
"11.712","329.000","11.712","359.000","11.712","379.000","11.712","166.000"
