"Ion 119.00 (118.70 to 119.70): MA_Population_4-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_4-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_4-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_4-2.D\data.ms",""
"11.625","338.000","11.625","543.000","11.625","522.000","11.625","198.000"
"11.629","342.000","11.629","489.000","11.629","511.000","11.629","182.000"
"11.634","334.000","11.634","462.000","11.634","525.000","11.634","192.000"
"11.638","347.000","11.638","468.000","11.638","521.000","11.638","195.000"
"11.642","373.000","11.642","525.000","11.642","563.000","11.642","228.000"
"11.647","423.000","11.647","681.000","11.647","575.000","11.647","291.000"
"11.651","545.000","11.651","970.000","11.651","651.000","11.651","439.000"
"11.656","725.000","11.656","1399.000","11.656","756.000","11.656","682.000"
"11.660","909.000","11.660","1807.000","11.660","902.000","11.660","958.000"
"11.664","1055.000","11.664","2004.000","11.664","1001.000","11.664","1179.000"
"11.669","994.000","11.669","1897.000","11.669","1039.000","11.669","1214.000"
"11.673","879.000","11.673","1534.000","11.673","977.000","11.673","1053.000"
"11.677","702.000","11.677","1179.000","11.677","901.000","11.677","795.000"
"11.682","560.000","11.682","822.000","11.682","802.000","11.682","543.000"
"11.686","444.000","11.686","625.000","11.686","714.000","11.686","366.000"
"11.691","387.000","11.691","565.000","11.691","661.000","11.691","278.000"
"11.695","362.000","11.695","511.000","11.695","654.000","11.695","234.000"
"11.699","353.000","11.699","516.000","11.699","665.000","11.699","219.000"
"11.704","351.000","11.704","509.000","11.704","655.000","11.704","215.000"
"11.708","343.000","11.708","490.000","11.708","657.000","11.708","210.000"
"11.712","351.000","11.712","500.000","11.712","660.000","11.712","212.000"
