"Ion 119.00 (118.70 to 119.70): MA_Population_1-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_1-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_1-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_1-2.D\data.ms",""
"11.625","348.000","11.625","635.000","11.625","420.000","11.625","199.000"
"11.629","337.000","11.629","508.000","11.629","407.000","11.629","203.000"
"11.634","345.000","11.634","431.000","11.634","410.000","11.634","204.000"
"11.638","357.000","11.638","397.000","11.638","421.000","11.638","210.000"
"11.642","344.000","11.642","470.000","11.642","421.000","11.642","227.000"
"11.647","375.000","11.647","588.000","11.647","445.000","11.647","288.000"
"11.651","415.000","11.651","853.000","11.651","469.000","11.651","427.000"
"11.655","489.000","11.655","1223.000","11.655","505.000","11.655","620.000"
"11.660","564.000","11.660","1580.000","11.660","559.000","11.660","879.000"
"11.664","608.000","11.664","1789.000","11.664","610.000","11.664","1064.000"
"11.669","607.000","11.669","1705.000","11.669","655.000","11.669","1151.000"
"11.673","581.000","11.673","1385.000","11.673","627.000","11.673","986.000"
"11.677","489.000","11.677","1010.000","11.677","604.000","11.677","740.000"
"11.682","427.000","11.682","702.000","11.682","561.000","11.682","510.000"
"11.686","390.000","11.686","540.000","11.686","517.000","11.686","345.000"
"11.690","364.000","11.690","451.000","11.690","509.000","11.690","269.000"
"11.695","353.000","11.695","431.000","11.695","522.000","11.695","237.000"
"11.699","353.000","11.699","413.000","11.699","509.000","11.699","221.000"
"11.704","349.000","11.704","414.000","11.704","518.000","11.704","210.000"
"11.708","354.000","11.708","409.000","11.708","510.000","11.708","214.000"
"11.712","355.000","11.712","405.000","11.712","496.000","11.712","207.000"
