"Ion 119.00 (118.70 to 119.70): MA_Population_52-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_52-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_52-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_52-2.D\data.ms",""
"11.625","305.000","11.625","252.000","11.625","256.000","11.625","280.000"
"11.629","306.000","11.629","247.000","11.629","256.000","11.629","218.000"
"11.634","308.000","11.634","251.000","11.634","244.000","11.634","167.000"
"11.638","305.000","11.638","245.000","11.638","245.000","11.638","144.000"
"11.643","311.000","11.643","250.000","11.643","246.000","11.643","134.000"
"11.647","324.000","11.647","267.000","11.647","245.000","11.647","130.000"
"11.651","330.000","11.651","306.000","11.651","236.000","11.651","154.000"
"11.656","340.000","11.656","426.000","11.656","257.000","11.656","188.000"
"11.660","339.000","11.660","626.000","11.660","258.000","11.660","302.000"
"11.664","339.000","11.664","919.000","11.664","267.000","11.664","459.000"
"11.669","333.000","11.669","1224.000","11.669","267.000","11.669","683.000"
"11.673","331.000","11.673","1436.000","11.673","267.000","11.673","857.000"
"11.678","324.000","11.678","1401.000","11.678","267.000","11.678","942.000"
"11.682","318.000","11.682","1211.000","11.682","275.000","11.682","838.000"
"11.686","311.000","11.686","901.000","11.686","282.000","11.686","665.000"
"11.691","317.000","11.691","616.000","11.691","282.000","11.691","460.000"
"11.695","301.000","11.695","425.000","11.695","290.000","11.695","301.000"
"11.699","313.000","11.699","332.000","11.699","284.000","11.699","201.000"
"11.704","300.000","11.704","278.000","11.704","284.000","11.704","161.000"
"11.708","304.000","11.708","271.000","11.708","287.000","11.708","143.000"
"11.712","304.000","11.712","267.000","11.712","286.000","11.712","145.000"
