"Ion 119.00 (118.70 to 119.70): MA_Population_10-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_10-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_10-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_10-2.D\data.ms",""
"11.625","479.000","11.625","3687.000","11.625","607.000","11.625","217.000"
"11.629","472.000","11.629","2470.000","11.629","619.000","11.629","216.000"
"11.634","478.000","11.634","1515.000","11.634","605.000","11.634","220.000"
"11.638","480.000","11.638","947.000","11.638","618.000","11.638","236.000"
"11.642","528.000","11.642","809.000","11.642","648.000","11.642","263.000"
"11.647","641.000","11.647","940.000","11.647","692.000","11.647","349.000"
"11.651","868.000","11.651","1376.000","11.651","810.000","11.651","569.000"
"11.655","1168.000","11.655","1990.000","11.655","980.000","11.655","931.000"
"11.660","1619.000","11.660","2719.000","11.660","1194.000","11.660","1358.000"
"11.664","1960.000","11.664","3358.000","11.664","1525.000","11.664","1889.000"
"11.669","2073.000","11.669","3427.000","11.669","1692.000","11.669","2119.000"
"11.673","1927.000","11.673","2964.000","11.673","1691.000","11.673","1932.000"
"11.677","1580.000","11.677","2170.000","11.677","1518.000","11.677","1520.000"
"11.682","1219.000","11.682","1537.000","11.682","1267.000","11.682","1024.000"
"11.686","965.000","11.686","1097.000","11.686","1033.000","11.686","662.000"
"11.690","805.000","11.690","887.000","11.690","927.000","11.690","439.000"
"11.695","733.000","11.695","776.000","11.695","879.000","11.695","333.000"
"11.699","678.000","11.699","752.000","11.699","848.000","11.699","280.000"
"11.704","654.000","11.704","743.000","11.704","841.000","11.704","270.000"
"11.708","623.000","11.708","722.000","11.708","898.000","11.708","254.000"
"11.712","615.000","11.712","710.000","11.712","879.000","11.712","248.000"
