"Ion 119.00 (118.70 to 119.70): MA_Population_21-2.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_21-2.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_21-2.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_21-2.D\data.ms",""
"11.625","253.000","11.625","266.000","11.625","232.000","11.625","130.000"
"11.629","258.000","11.629","250.000","11.629","231.000","11.629","130.000"
"11.634","251.000","11.634","243.000","11.634","234.000","11.634","132.000"
"11.638","258.000","11.638","252.000","11.638","237.000","11.638","132.000"
"11.642","266.000","11.642","248.000","11.642","236.000","11.642","136.000"
"11.647","267.000","11.647","266.000","11.647","236.000","11.647","141.000"
"11.651","274.000","11.651","319.000","11.651","237.000","11.651","161.000"
"11.655","280.000","11.655","394.000","11.655","250.000","11.655","206.000"
"11.660","292.000","11.660","482.000","11.660","249.000","11.660","266.000"
"11.664","300.000","11.664","568.000","11.664","249.000","11.664","324.000"
"11.669","295.000","11.669","594.000","11.669","267.000","11.669","361.000"
"11.673","287.000","11.673","568.000","11.673","262.000","11.673","369.000"
"11.677","285.000","11.677","481.000","11.677","271.000","11.677","323.000"
"11.682","292.000","11.682","386.000","11.682","267.000","11.682","252.000"
"11.686","285.000","11.686","328.000","11.686","262.000","11.686","200.000"
"11.690","278.000","11.690","290.000","11.690","266.000","11.690","167.000"
"11.695","276.000","11.695","270.000","11.695","272.000","11.695","157.000"
"11.699","277.000","11.699","263.000","11.699","267.000","11.699","142.000"
"11.704","271.000","11.704","265.000","11.704","272.000","11.704","140.000"
"11.708","274.000","11.708","259.000","11.708","266.000","11.708","142.000"
"11.712","275.000","11.712","261.000","11.712","270.000","11.712","133.000"
