"Ion 119.00 (118.70 to 119.70): MA_Population_63-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_63-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_63-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_63-1.D\data.ms",""
"11.625","383.000","11.625","308.000","11.625","319.000","11.625","313.000"
"11.629","380.000","11.629","297.000","11.629","311.000","11.629","261.000"
"11.634","380.000","11.634","298.000","11.634","307.000","11.634","214.000"
"11.638","388.000","11.638","297.000","11.638","297.000","11.638","201.000"
"11.643","379.000","11.643","311.000","11.643","303.000","11.643","185.000"
"11.647","395.000","11.647","309.000","11.647","288.000","11.647","181.000"
"11.651","405.000","11.651","331.000","11.651","304.000","11.651","180.000"
"11.656","437.000","11.656","391.000","11.656","298.000","11.656","209.000"
"11.660","468.000","11.660","507.000","11.660","322.000","11.660","264.000"
"11.664","497.000","11.664","735.000","11.664","339.000","11.664","380.000"
"11.669","527.000","11.669","1046.000","11.669","353.000","11.669","560.000"
"11.673","554.000","11.673","1374.000","11.673","371.000","11.673","776.000"
"11.678","569.000","11.678","1647.000","11.678","396.000","11.678","991.000"
"11.682","552.000","11.682","1667.000","11.682","415.000","11.682","1095.000"
"11.686","522.000","11.686","1368.000","11.686","406.000","11.686","1020.000"
"11.691","471.000","11.691","1010.000","11.691","397.000","11.691","766.000"
"11.695","434.000","11.695","716.000","11.695","360.000","11.695","536.000"
"11.699","402.000","11.699","492.000","11.699","349.000","11.699","350.000"
"11.704","390.000","11.704","399.000","11.704","333.000","11.704","264.000"
"11.708","390.000","11.708","355.000","11.708","329.000","11.708","206.000"
"11.712","382.000","11.712","340.000","11.712","335.000","11.712","194.000"
