"Ion 119.00 (118.70 to 119.70): MA_Population_25-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_25-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_25-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_25-1.D\data.ms",""
"11.625","277.000","11.625","325.000","11.625","425.000","11.625","142.000"
"11.629","269.000","11.629","316.000","11.629","412.000","11.629","143.000"
"11.634","276.000","11.634","315.000","11.634","388.000","11.634","132.000"
"11.638","288.000","11.638","328.000","11.638","401.000","11.638","140.000"
"11.643","304.000","11.643","370.000","11.643","414.000","11.643","160.000"
"11.647","325.000","11.647","476.000","11.647","414.000","11.647","202.000"
"11.651","355.000","11.651","695.000","11.651","419.000","11.651","302.000"
"11.656","379.000","11.656","1045.000","11.656","442.000","11.656","512.000"
"11.660","394.000","11.660","1470.000","11.660","438.000","11.660","763.000"
"11.664","394.000","11.664","1792.000","11.664","457.000","11.664","1017.000"
"11.669","386.000","11.669","1911.000","11.669","494.000","11.669","1181.000"
"11.673","374.000","11.673","1700.000","11.673","508.000","11.673","1130.000"
"11.678","350.000","11.678","1352.000","11.678","523.000","11.678","928.000"
"11.682","340.000","11.682","948.000","11.682","534.000","11.682","681.000"
"11.686","326.000","11.686","674.000","11.686","556.000","11.686","431.000"
"11.691","316.000","11.691","509.000","11.691","560.000","11.691","289.000"
"11.695","314.000","11.695","445.000","11.695","553.000","11.695","225.000"
"11.699","306.000","11.699","430.000","11.699","588.000","11.699","198.000"
"11.704","300.000","11.704","423.000","11.704","603.000","11.704","187.000"
"11.708","284.000","11.708","410.000","11.708","591.000","11.708","182.000"
"11.712","290.000","11.712","392.000","11.712","583.000","11.712","172.000"
