"Ion 119.00 (118.70 to 119.70): MA_Population_74-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_74-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_74-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_74-1.D\data.ms",""
"11.625","243.000","11.625","242.000","11.625","234.000","11.625","136.000"
"11.629","246.000","11.629","237.000","11.629","228.000","11.629","131.000"
"11.634","246.000","11.634","227.000","11.634","226.000","11.634","129.000"
"11.638","238.000","11.638","234.000","11.638","210.000","11.638","132.000"
"11.643","241.000","11.643","225.000","11.643","200.000","11.643","130.000"
"11.647","247.000","11.647","227.000","11.647","218.000","11.647","126.000"
"11.651","256.000","11.651","230.000","11.651","213.000","11.651","127.000"
"11.656","268.000","11.656","240.000","11.656","218.000","11.656","142.000"
"11.660","275.000","11.660","274.000","11.660","218.000","11.660","152.000"
"11.664","283.000","11.664","367.000","11.664","220.000","11.664","190.000"
"11.669","290.000","11.669","468.000","11.669","231.000","11.669","262.000"
"11.673","301.000","11.673","605.000","11.673","248.000","11.673","342.000"
"11.677","309.000","11.677","675.000","11.677","266.000","11.677","410.000"
"11.682","313.000","11.682","685.000","11.682","272.000","11.682","449.000"
"11.686","308.000","11.686","607.000","11.686","277.000","11.686","409.000"
"11.691","277.000","11.691","486.000","11.691","283.000","11.691","348.000"
"11.695","280.000","11.695","369.000","11.695","254.000","11.695","259.000"
"11.699","263.000","11.699","297.000","11.699","255.000","11.699","195.000"
"11.704","261.000","11.704","262.000","11.704","249.000","11.704","160.000"
"11.708","257.000","11.708","247.000","11.708","247.000","11.708","144.000"
"11.712","241.000","11.712","250.000","11.712","253.000","11.712","139.000"
