"Ion 119.00 (118.70 to 119.70): MA_Population_71-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_71-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_71-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_71-1.D\data.ms",""
"11.625","328.000","11.625","295.000","11.625","269.000","11.625","291.000"
"11.629","316.000","11.629","291.000","11.629","271.000","11.629","247.000"
"11.634","314.000","11.634","299.000","11.634","263.000","11.634","208.000"
"11.638","317.000","11.638","298.000","11.638","246.000","11.638","179.000"
"11.643","333.000","11.643","297.000","11.643","254.000","11.643","166.000"
"11.647","346.000","11.647","303.000","11.647","252.000","11.647","161.000"
"11.651","359.000","11.651","310.000","11.651","258.000","11.651","164.000"
"11.656","386.000","11.656","353.000","11.656","261.000","11.656","173.000"
"11.660","405.000","11.660","413.000","11.660","263.000","11.660","202.000"
"11.664","397.000","11.664","556.000","11.664","266.000","11.664","274.000"
"11.669","407.000","11.669","744.000","11.669","284.000","11.669","385.000"
"11.673","404.000","11.673","951.000","11.673","283.000","11.673","526.000"
"11.678","403.000","11.678","1096.000","11.678","304.000","11.678","656.000"
"11.682","397.000","11.682","1082.000","11.682","318.000","11.682","709.000"
"11.686","379.000","11.686","956.000","11.686","305.000","11.686","666.000"
"11.691","370.000","11.691","748.000","11.691","315.000","11.691","542.000"
"11.695","364.000","11.695","566.000","11.695","300.000","11.695","416.000"
"11.699","335.000","11.699","435.000","11.699","288.000","11.699","295.000"
"11.704","336.000","11.704","354.000","11.704","278.000","11.704","226.000"
"11.708","320.000","11.708","336.000","11.708","284.000","11.708","192.000"
"11.713","318.000","11.713","325.000","11.713","286.000","11.713","176.000"
