"Ion 119.00 (118.70 to 119.70): MA_Population_28-1.D\data.ms","","Ion 125.00 (124.70 to 125.70): MA_Population_28-1.D\data.ms","","Ion 151.00 (150.70 to 151.70): MA_Population_28-1.D\data.ms","","Ion 157.00 (156.70 to 157.70): MA_Population_28-1.D\data.ms",""
"11.625","317.000","11.625","452.000","11.625","367.000","11.625","160.000"
"11.629","317.000","11.629","401.000","11.629","348.000","11.629","154.000"
"11.634","303.000","11.634","357.000","11.634","328.000","11.634","155.000"
"11.638","312.000","11.638","337.000","11.638","315.000","11.638","161.000"
"11.643","326.000","11.643","378.000","11.643","323.000","11.643","166.000"
"11.647","381.000","11.647","461.000","11.647","340.000","11.647","203.000"
"11.651","469.000","11.651","633.000","11.651","373.000","11.651","291.000"
"11.656","600.000","11.656","979.000","11.656","446.000","11.656","461.000"
"11.660","809.000","11.660","1419.000","11.660","558.000","11.660","738.000"
"11.664","974.000","11.664","1793.000","11.664","687.000","11.664","1031.000"
"11.669","1032.000","11.669","1895.000","11.669","810.000","11.669","1208.000"
"11.673","975.000","11.673","1713.000","11.673","809.000","11.673","1159.000"
"11.678","823.000","11.678","1354.000","11.678","735.000","11.678","983.000"
"11.682","635.000","11.682","983.000","11.682","627.000","11.682","722.000"
"11.686","498.000","11.686","669.000","11.686","515.000","11.686","481.000"
"11.691","407.000","11.691","486.000","11.691","444.000","11.691","315.000"
"11.695","352.000","11.695","421.000","11.695","401.000","11.695","234.000"
"11.699","340.000","11.699","380.000","11.699","372.000","11.699","191.000"
"11.704","336.000","11.704","376.000","11.704","369.000","11.704","179.000"
"11.708","327.000","11.708","372.000","11.708","374.000","11.708","168.000"
"11.713","321.000","11.713","363.000","11.713","376.000","11.713","172.000"
